"Plugin","Plugin Name","Family","Severity","IP Address","Protocol","Port","Exploit?","Repository","MAC Address","DNS Name","NetBIOS Name","Plugin Output","First Discovered","Last Observed","Exploit Frameworks","Recast Risk Comment","Accept Risk Comment","Agent ID","Host ID","Synopsis","Description","Solution","See Also","Risk Factor","STIG Severity","Vulnerability Priority Rating","CVSS V2 Base Score","CVSS V3 Base Score","CVSS V2 Temporal Score","CVSS V3 Temporal Score","CVSS V2 Vector","CVSS V3 Vector","CPE","CVE","BID","Cross References","Vuln Publication Date","Patch Publication Date","Plugin Publication Date","Plugin Modification Date","Exploit Ease","Check Type","Version"
"136604","Ubuntu 16.04 LTS / 18.04 LTS : file regression (USN-3911-2)","Ubuntu Local Security Checks","High","10.238.64.27","TCP","0","No","Live","00:16:3e:47:13:90","target-u1604.lxd","","Plugin Output: 
  - Installed package : file_1:5.25-2ubuntu1.1
    Fixed package     : file_1:5.25-2ubuntu1.4

  - Installed package : libmagic1_1:5.25-2ubuntu1.1
    Fixed package     : libmagic1_1:5.25-2ubuntu1.4","May 17, 2020 04:10:11 UTC","Apr 1, 2023 16:18:47 UTC","","","","","","The remote Ubuntu host is missing one or more security-related patches.","USN-3911-1 fixed vulnerabilities in file. One of the backported security fixes introduced a regression that caused the interpreter string to be truncated. This update fixes the problem.

We apologize for the inconvenience.

It was discovered that file incorrectly handled certain malformed ELF files. An attacker could use this issue to cause a denial of service, or possibly execute arbitrary code.

Note that Tenable Network Security has extracted the preceding description block directly from the Ubuntu security advisory. Tenable has attempted to automatically clean and format it as much as possible without introducing additional issues.","Update the affected file and / or libmagic1 packages.","https://usn.ubuntu.com/3911-2/","High","","","","","","","","","p-cpe:/a:canonical:ubuntu_linux:file
p-cpe:/a:canonical:ubuntu_linux:libmagic1
cpe:/o:canonical:ubuntu_linux:16.04
cpe:/o:canonical:ubuntu_linux:18.04:-:lts","","","USN #3911-2","May 13, 2020 12:00:00 UTC","May 13, 2020 12:00:00 UTC","May 14, 2020 12:00:00 UTC","Jan 12, 2023 12:00:00 UTC","","local","1.3"
"136608","Ubuntu 16.04 LTS / 18.04 LTS / 19.10 / 20.04 : APT vulnerability (USN-4359-1)","Ubuntu Local Security Checks","Medium","10.238.64.27","TCP","0","No","Live","00:16:3e:47:13:90","target-u1604.lxd","","Plugin Output: 
  - Installed package : apt_1.2.29ubuntu0.1
    Fixed package     : apt_1.2.32ubuntu0.1","May 17, 2020 04:10:11 UTC","Apr 1, 2023 16:18:47 UTC","","","","","","The remote Ubuntu host is missing a security-related patch.","It was discovered that APT incorrectly handled certain filenames during package installation. If an attacker could provide a specially crafted package to be installed by the system administrator, this could cause APT to crash.

Note that Tenable Network Security has extracted the preceding description block directly from the Ubuntu security advisory. Tenable has attempted to automatically clean and format it as much as possible without introducing additional issues.","Update the affected apt package.","https://usn.ubuntu.com/4359-1/","Medium","","4.4","4.3","5.5","3.2","4.8","AV:N/AC:M/Au:N/C:N/I:N/A:P/E:U/RL:OF/RC:C","AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H/E:U/RL:O/RC:C","p-cpe:/a:canonical:ubuntu_linux:apt
cpe:/o:canonical:ubuntu_linux:16.04
cpe:/o:canonical:ubuntu_linux:18.04:-:lts
cpe:/o:canonical:ubuntu_linux:19.10
cpe:/o:canonical:ubuntu_linux:20.04","CVE-2020-3810","","USN #4359-1","May 15, 2020 12:00:00 UTC","May 14, 2020 12:00:00 UTC","May 14, 2020 12:00:00 UTC","Jan 12, 2023 12:00:00 UTC","No known exploits are available","local","1.5"
"136663","Ubuntu 16.04 LTS / 18.04 LTS / 19.10 / 20.04 : json-c vulnerability (USN-4360-1)","Ubuntu Local Security Checks","Medium","10.238.64.27","TCP","0","No","Live","00:16:3e:47:13:90","target-u1604.lxd","","Plugin Output: 
  - Installed package : libjson-c2_0.11-4ubuntu2
    Fixed package     : libjson-c2_0.11-4ubuntu2.1","May 17, 2020 04:10:11 UTC","Apr 1, 2023 16:18:47 UTC","","","","","","The remote Ubuntu host is missing one or more security-related patches.","It was discovered that json-c incorrectly handled certain JSON files.
An attacker could possibly use this issue to execute arbitrary code.

Note that Tenable Network Security has extracted the preceding description block directly from the Ubuntu security advisory. Tenable has attempted to automatically clean and format it as much as possible without introducing additional issues.","Update the affected packages.","https://usn.ubuntu.com/4360-1/","Medium","","6.7","6.8","7.8","5.0","6.8","AV:N/AC:M/Au:N/C:P/I:P/A:P/E:U/RL:OF/RC:C","AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C","p-cpe:/a:canonical:ubuntu_linux:libjson-c2
p-cpe:/a:canonical:ubuntu_linux:libjson-c3
p-cpe:/a:canonical:ubuntu_linux:libjson-c4
p-cpe:/a:canonical:ubuntu_linux:libjson0
cpe:/o:canonical:ubuntu_linux:14.04
cpe:/o:canonical:ubuntu_linux:16.04
cpe:/o:canonical:ubuntu_linux:18.04:-:lts
cpe:/o:canonical:ubuntu_linux:19.10
cpe:/o:canonical:ubuntu_linux:20.04","CVE-2020-12762","","USN #4360-1","May 9, 2020 12:00:00 UTC","May 14, 2020 12:00:00 UTC","May 15, 2020 12:00:00 UTC","Jan 12, 2023 12:00:00 UTC","No known exploits are available","local","1.3"
"136692","Ubuntu 16.04 LTS / 18.04 LTS / 19.10 / 20.04 : json-c regression (USN-4360-2)","Ubuntu Local Security Checks","High","10.238.64.27","TCP","0","No","Live","00:16:3e:47:13:90","target-u1604.lxd","","Plugin Output: 
  - Installed package : libjson-c2_0.11-4ubuntu2
    Fixed package     : libjson-c2_0.11-4ubuntu2.5","May 24, 2020 04:10:27 UTC","Apr 1, 2023 16:18:47 UTC","","","","","","The remote Ubuntu host is missing one or more security-related patches.","USN-4360-1 fixed a vulnerability in json-c. The security fix introduced a memory leak in some scenarios. This update reverts the security fix pending further investigation.

We apologize for the inconvenience.

It was discovered that json-c incorrectly handled certain JSON files.
An attacker could possibly use this issue to execute arbitrary code.

Note that Tenable Network Security has extracted the preceding description block directly from the Ubuntu security advisory. Tenable has attempted to automatically clean and format it as much as possible without introducing additional issues.","Update the affected libjson-c2, libjson-c3 and / or libjson-c4 packages.","https://usn.ubuntu.com/4360-2/","High","","","","","","","","","p-cpe:/a:canonical:ubuntu_linux:libjson-c2
p-cpe:/a:canonical:ubuntu_linux:libjson-c3
p-cpe:/a:canonical:ubuntu_linux:libjson-c4
cpe:/o:canonical:ubuntu_linux:16.04
cpe:/o:canonical:ubuntu_linux:18.04:-:lts
cpe:/o:canonical:ubuntu_linux:19.10
cpe:/o:canonical:ubuntu_linux:20.04","","","USN #4360-2","May 15, 2020 12:00:00 UTC","May 15, 2020 12:00:00 UTC","May 18, 2020 12:00:00 UTC","Jan 12, 2023 12:00:00 UTC","","local","1.3"
"136964","Ubuntu 16.04 LTS / 18.04 LTS / 19.10 / 20.04 : json-c vulnerability (USN-4360-4)","Ubuntu Local Security Checks","Medium","10.238.64.27","TCP","0","No","Live","00:16:3e:47:13:90","target-u1604.lxd","","Plugin Output: 
  - Installed package : libjson-c2_0.11-4ubuntu2
    Fixed package     : libjson-c2_0.11-4ubuntu2.6","May 31, 2020 04:10:41 UTC","Apr 1, 2023 16:18:47 UTC","","","","","","The remote Ubuntu host is missing one or more security-related patches.","USN-4360-1 fixed a vulnerability in json-c. The security fix introduced a memory leak that was reverted in USN-4360-2 and USN-4360-3. This update provides the correct fix update for CVE-2020-12762.

It was discovered that json-c incorrectly handled certain JSON files.
An attacker could possibly use this issue to execute arbitrary code.

Note that Tenable Network Security has extracted the preceding description block directly from the Ubuntu security advisory. Tenable has attempted to automatically clean and format it as much as possible without introducing additional issues.","Update the affected packages.","https://usn.ubuntu.com/4360-4/","Medium","","6.7","6.8","7.8","5.0","6.8","AV:N/AC:M/Au:N/C:P/I:P/A:P/E:U/RL:OF/RC:C","AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C","p-cpe:/a:canonical:ubuntu_linux:libjson-c2
p-cpe:/a:canonical:ubuntu_linux:libjson-c3
p-cpe:/a:canonical:ubuntu_linux:libjson-c4
p-cpe:/a:canonical:ubuntu_linux:libjson0
cpe:/o:canonical:ubuntu_linux:14.04
cpe:/o:canonical:ubuntu_linux:16.04
cpe:/o:canonical:ubuntu_linux:18.04:-:lts
cpe:/o:canonical:ubuntu_linux:19.10
cpe:/o:canonical:ubuntu_linux:20.04","CVE-2020-12762","","USN #4360-4","May 9, 2020 12:00:00 UTC","May 28, 2020 12:00:00 UTC","May 29, 2020 12:00:00 UTC","Jan 12, 2023 12:00:00 UTC","No known exploits are available","local","1.4"
"136967","Ubuntu 16.04 LTS / 18.04 LTS / 19.10 : OpenSSL vulnerabilities (USN-4376-1)","Ubuntu Local Security Checks","Medium","10.238.64.27","TCP","0","No","Live","00:16:3e:47:13:90","target-u1604.lxd","","Plugin Output: 
  - Installed package : libssl1.0.0_1.0.2g-1ubuntu4.14
    Fixed package     : libssl1.0.0_1.0.2g-1ubuntu4.16","May 31, 2020 04:10:41 UTC","Apr 1, 2023 16:18:47 UTC","","","","","","The remote Ubuntu host is missing one or more security-related patches.","Cesar Pereida Garcia, Sohaib ul Hassan, Nicola Tuveri, Iaroslav Gridin, Alejandro Cabrera Aldaya, and Billy Brumley discovered that OpenSSL incorrectly handled ECDSA signatures. An attacker could possibly use this issue to perform a timing side-channel attack and recover private ECDSA keys. (CVE-2019-1547)

Matt Caswell discovered that OpenSSL incorrectly handled the random number generator (RNG). This may result in applications that use the fork() system call sharing the same RNG state between the parent and the child, contrary to expectations. This issue only affected Ubuntu 18.04 LTS and Ubuntu 19.10. (CVE-2019-1549)

Guido Vranken discovered that OpenSSL incorrectly performed the x86_64 Montgomery squaring procedure. While unlikely, a remote attacker could possibly use this issue to recover private keys. (CVE-2019-1551)

Bernd Edlinger discovered that OpenSSL incorrectly handled certain decryption functions. In certain scenarios, a remote attacker could possibly use this issue to perform a padding oracle attack and decrypt traffic. (CVE-2019-1563).

Note that Tenable Network Security has extracted the preceding description block directly from the Ubuntu security advisory. Tenable has attempted to automatically clean and format it as much as possible without introducing additional issues.","Update the affected libssl1.0.0 and / or libssl1.1 packages.","https://usn.ubuntu.com/4376-1/","Medium","","4.4","5.0","5.3","3.7","4.6","AV:N/AC:L/Au:N/C:P/I:N/A:N/E:U/RL:OF/RC:C","AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N/E:U/RL:O/RC:C","p-cpe:/a:canonical:ubuntu_linux:libssl1.0.0
p-cpe:/a:canonical:ubuntu_linux:libssl1.1
cpe:/o:canonical:ubuntu_linux:16.04
cpe:/o:canonical:ubuntu_linux:18.04:-:lts
cpe:/o:canonical:ubuntu_linux:19.10","CVE-2019-1547,CVE-2019-1549,CVE-2019-1563,CVE-2019-1551","","USN #4376-1","Sep 10, 2019 12:00:00 UTC","May 28, 2020 12:00:00 UTC","May 29, 2020 12:00:00 UTC","Jan 12, 2023 12:00:00 UTC","No known exploits are available","local","1.5"
"137043","Ubuntu 16.04 LTS / 18.04 LTS / 19.10 / 20.04 : ca-certificates update (USN-4377-1)","Ubuntu Local Security Checks","High","10.238.64.27","TCP","0","No","Live","00:16:3e:47:13:90","target-u1604.lxd","","Plugin Output: 
  - Installed package : ca-certificates_20170717~16.04.2
    Fixed package     : ca-certificates_20190110~16.04.1","Jun 7, 2020 04:10:59 UTC","Apr 1, 2023 16:18:47 UTC","","","","","","The remote Ubuntu host is missing a security-related patch.","The ca-certificates package contained an expired CA certificate that caused connectivity issues. This update removes the 'AddTrust External Root' CA.

In addition, on Ubuntu 16.04 LTS and Ubuntu 18.04 LTS, this update refreshes the included certificates to those contained in the 20190110 package.

Note that Tenable Network Security has extracted the preceding description block directly from the Ubuntu security advisory. Tenable has attempted to automatically clean and format it as much as possible without introducing additional issues.","Update the affected ca-certificates package.","https://usn.ubuntu.com/4377-1/","High","","","","","","","","","p-cpe:/a:canonical:ubuntu_linux:ca-certificates
cpe:/o:canonical:ubuntu_linux:16.04
cpe:/o:canonical:ubuntu_linux:18.04:-:lts
cpe:/o:canonical:ubuntu_linux:19.10
cpe:/o:canonical:ubuntu_linux:20.04","","","USN #4377-1","Jun 1, 2020 12:00:00 UTC","Jun 1, 2020 12:00:00 UTC","Jun 2, 2020 12:00:00 UTC","Jan 12, 2023 12:00:00 UTC","","local","1.2"
"137353","Ubuntu 16.04 LTS / 18.04 LTS / 19.10 / 20.04 : SQLite vulnerabilities (USN-4394-1)","Ubuntu Local Security Checks","Medium","10.238.64.27","TCP","0","No","Live","00:16:3e:47:13:90","target-u1604.lxd","","Plugin Output: 
  - Installed package : libsqlite3-0_3.11.0-1ubuntu1.1
    Fixed package     : libsqlite3-0_3.11.0-1ubuntu1.5","Jun 14, 2020 04:09:51 UTC","Apr 1, 2023 16:18:47 UTC","","","","","","The remote Ubuntu host is missing one or more security-related patches.","It was discovered that SQLite incorrectly handled certain corruped schemas. An attacker could possibly use this issue to cause a denial of service. This issue only affected Ubuntu 18.04 LTS. (CVE-2018-8740)

It was discovered that SQLite incorrectly handled certain SELECT statements. An attacker could possibly use this issue to cause a denial of service. This issue was only addressed in Ubuntu 19.10.
(CVE-2019-19603)

It was discovered that SQLite incorrectly handled certain self-referential views. An attacker could possibly use this issue to cause a denial of service. This issue was only addressed in Ubuntu 19.10. (CVE-2019-19645)

Henry Liu discovered that SQLite incorrectly handled certain malformed window-function queries. An attacker could possibly use this issue to cause a denial of service. This issue only affected Ubuntu 19.10 and Ubuntu 20.04 LTS. (CVE-2020-11655)

It was discovered that SQLite incorrectly handled certain string operations. An attacker could use this issue to cause SQLite to crash, resulting in a denial of service, or possibly execute arbitrary code.
(CVE-2020-13434)

It was discovered that SQLite incorrectly handled certain expressions.
An attacker could use this issue to cause SQLite to crash, resulting in a denial of service, or possibly execute arbitrary code. This issue only affected Ubuntu 19.10 and Ubuntu 20.04 LTS. (CVE-2020-13435)

It was discovered that SQLite incorrectly handled certain fts3 queries. An attacker could use this issue to cause SQLite to crash, resulting in a denial of service, or possibly execute arbitrary code.
(CVE-2020-13630)

It was discovered that SQLite incorrectly handled certain virtual table names. An attacker could possibly use this issue to cause a denial of service. This issue was only addressed in Ubuntu 19.10 and Ubuntu 20.04 LTS. (CVE-2020-13631)

It was discovered that SQLite incorrectly handled certain fts3 queries. An attacker could use this issue to cause SQLite to crash, resulting in a denial of service, or possibly execute arbitrary code.
(CVE-2020-13632).

Note that Tenable Network Security has extracted the preceding description block directly from the Ubuntu security advisory. Tenable has attempted to automatically clean and format it as much as possible without introducing additional issues.","Update the affected libsqlite3-0 and / or sqlite3 packages.","https://usn.ubuntu.com/4394-1/","Medium","II","6.7","4.4","7.0","3.3","6.1","AV:L/AC:M/Au:N/C:P/I:P/A:P/E:U/RL:OF/RC:C","AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C","p-cpe:/a:canonical:ubuntu_linux:libsqlite3-0
p-cpe:/a:canonical:ubuntu_linux:sqlite3
cpe:/o:canonical:ubuntu_linux:16.04
cpe:/o:canonical:ubuntu_linux:18.04:-:lts
cpe:/o:canonical:ubuntu_linux:19.10
cpe:/o:canonical:ubuntu_linux:20.04","CVE-2018-8740,CVE-2019-19603,CVE-2019-19645,CVE-2020-11655,CVE-2020-13434,CVE-2020-13435,CVE-2020-13630,CVE-2020-13631,CVE-2020-13632","","USN #4394-1,IAVA #2020-A-0358-S","Mar 17, 2018 12:00:00 UTC","Jun 10, 2020 12:00:00 UTC","Jun 11, 2020 12:00:00 UTC","Jan 12, 2023 12:00:00 UTC","No known exploits are available","local","1.6"
"137824","Ubuntu 16.04 LTS / 18.04 LTS / 19.10 / 20.04 : curl vulnerabilities (USN-4402-1)","Ubuntu Local Security Checks","Medium","10.238.64.27","TCP","0","No","Live","00:16:3e:47:13:90","target-u1604.lxd","","Plugin Output: 
  - Installed package : libcurl3-gnutls_7.47.0-1ubuntu2.12
    Fixed package     : libcurl3-gnutls_7.47.0-1ubuntu2.15","Jul 5, 2020 04:11:21 UTC","Apr 1, 2023 16:18:47 UTC","","","","","","The remote Ubuntu host is missing one or more security-related patches.","Marek Szlagor, Gregory Jefferis and Jeroen Ooms discovered that curl incorrectly handled certain credentials. An attacker could possibly use this issue to expose sensitive information. This issue only affected Ubuntu 19.10 and Ubuntu 20.04 LTS. (CVE-2020-8169) It was discovered that curl incorrectly handled certain parameters. An attacker could possibly use this issue to overwrite a local file.
(CVE-2020-8177).

Note that Tenable Network Security has extracted the preceding description block directly from the Ubuntu security advisory. Tenable has attempted to automatically clean and format it as much as possible without introducing additional issues.","Update the affected packages.","https://usn.ubuntu.com/4402-1/","Medium","II","6.7","5.0","7.8","3.7","6.8","AV:N/AC:L/Au:N/C:P/I:N/A:N/E:U/RL:OF/RC:C","AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C","p-cpe:/a:canonical:ubuntu_linux:curl
p-cpe:/a:canonical:ubuntu_linux:libcurl3
p-cpe:/a:canonical:ubuntu_linux:libcurl3-gnutls
p-cpe:/a:canonical:ubuntu_linux:libcurl3-nss
p-cpe:/a:canonical:ubuntu_linux:libcurl4
cpe:/o:canonical:ubuntu_linux:14.04
cpe:/o:canonical:ubuntu_linux:16.04
cpe:/o:canonical:ubuntu_linux:18.04:-:lts
cpe:/o:canonical:ubuntu_linux:19.10
cpe:/o:canonical:ubuntu_linux:20.04","CVE-2020-8177,CVE-2020-8169","","USN #4402-1,IAVA #2020-A-0291-S","Dec 14, 2020 12:00:00 UTC","Jun 24, 2020 12:00:00 UTC","Jun 25, 2020 12:00:00 UTC","Jan 12, 2023 12:00:00 UTC","No known exploits are available","local","1.7"
"138166","Ubuntu 16.04 LTS / 18.04 LTS / 19.10 : GNU C Library vulnerabilities (USN-4416-1)","Ubuntu Local Security Checks","High","10.238.64.27","TCP","0","Yes","Live","00:16:3e:47:13:90","target-u1604.lxd","","Plugin Output: 
  - Installed package : libc6_2.23-0ubuntu11
    Fixed package     : libc6_2.23-0ubuntu11.2","Jul 12, 2020 04:10:16 UTC","Apr 1, 2023 16:18:47 UTC","","","","","","The remote Ubuntu host is missing a security-related patch.","Florian Weimer discovered that the GNU C Library incorrectly handled certain memory operations. A remote attacker could use this issue to cause the GNU C Library to crash, resulting in a denial of service, or possibly execute arbitrary code. This issue only affected Ubuntu 16.04 LTS. (CVE-2017-12133) It was discovered that the GNU C Library incorrectly handled certain SSE2-optimized memmove operations. A remote attacker could use this issue to cause the GNU C Library to crash, resulting in a denial of service, or possibly execute arbitrary code. This issue only affected Ubuntu 16.04 LTS. (CVE-2017-18269) It was discovered that the GNU C Library incorrectly handled certain pathname operations. A remote attacker could use this issue to cause the GNU C Library to crash, resulting in a denial of service, or possibly execute arbitrary code. This issue only affected Ubuntu 18.04 LTS. (CVE-2018-11236) It was discovered that the GNU C Library incorrectly handled certain AVX-512-optimized mempcpy operations. A remote attacker could use this issue to cause the GNU C Library to crash, resulting in a denial of service, or possibly execute arbitrary code. This issue only affected Ubuntu 18.04 LTS. (CVE-2018-11237) It was discovered that the GNU C Library incorrectly handled certain hostname loookups. A remote attacker could use this issue to cause the GNU C Library to crash, resulting in a denial of service, or possibly execute arbitrary code. This issue only affected Ubuntu 18.04 LTS.
(CVE-2018-19591) Jakub Wilk discovered that the GNU C Library incorrectly handled certain memalign functions. A remote attacker could use this issue to cause the GNU C Library to crash, resulting in a denial of service, or possibly execute arbitrary code. This issue only affected Ubuntu 16.04 LTS. (CVE-2018-6485) It was discovered that the GNU C Library incorrectly ignored the LD_PREFER_MAP_32BIT_EXEC environment variable after security transitions. A local attacker could use this issue to bypass ASLR restrictions. (CVE-2019-19126) It was discovered that the GNU C Library incorrectly handled certain regular expressions. A remote attacker could possibly use this issue to cause the GNU C Library to crash, resulting in a denial of service.
This issue only affected Ubuntu 16.04 LTS and Ubuntu 18.04 LTS.
(CVE-2019-9169) It was discovered that the GNU C Library incorrectly handled certain bit patterns. A remote attacker could use this issue to cause the GNU C Library to crash, resulting in a denial of service, or possibly execute arbitrary code. This issue only affected Ubuntu 16.04 LTS and Ubuntu 18.04 LTS. (CVE-2020-10029) It was discovered that the GNU C Library incorrectly handled certain signal trampolines on PowerPC. A remote attacker could use this issue to cause the GNU C Library to crash, resulting in a denial of service, or possibly execute arbitrary code. (CVE-2020-1751) It was discovered that the GNU C Library incorrectly handled tilde expansion. A remote attacker could use this issue to cause the GNU C Library to crash, resulting in a denial of service, or possibly execute arbitrary code. (CVE-2020-1752).

Note that Tenable Network Security has extracted the preceding description block directly from the Ubuntu security advisory. Tenable has attempted to automatically clean and format it as much as possible without introducing additional issues.","Update the affected libc6 package.","https://usn.ubuntu.com/4416-1/","High","","6.7","7.5","9.8","5.9","8.8","AV:N/AC:L/Au:N/C:P/I:P/A:P/E:POC/RL:OF/RC:C","AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H/E:P/RL:O/RC:C","p-cpe:/a:canonical:ubuntu_linux:libc6
cpe:/o:canonical:ubuntu_linux:16.04
cpe:/o:canonical:ubuntu_linux:18.04:-:lts
cpe:/o:canonical:ubuntu_linux:19.10","CVE-2017-12133,CVE-2018-6485,CVE-2017-18269,CVE-2018-11236,CVE-2018-11237,CVE-2018-19591,CVE-2019-9169,CVE-2019-19126,CVE-2020-10029,CVE-2020-1751,CVE-2020-1752","","USN #4416-1","Sep 7, 2017 12:00:00 UTC","Jul 6, 2020 12:00:00 UTC","Jul 7, 2020 12:00:00 UTC","Jan 12, 2023 12:00:00 UTC","Exploits are available","local","1.6"
"138872","Ubuntu 16.04 LTS / 18.04 LTS / 20.04 : Python vulnerabilities (USN-4428-1)","Ubuntu Local Security Checks","Medium","10.238.64.27","TCP","0","No","Live","00:16:3e:47:13:90","target-u1604.lxd","","Plugin Output: 
  - Installed package : python3.5_3.5.2-2ubuntu0~16.04.5
    Fixed package     : python3.5_3.5.2-2ubuntu0~16.04.11

  - Installed package : python3.5-minimal_3.5.2-2ubuntu0~16.04.5
    Fixed package     : python3.5-minimal_3.5.2-2ubuntu0~16.04.11","Jul 25, 2020 16:10:20 UTC","Apr 1, 2023 16:18:47 UTC","","","","","","The remote Ubuntu host is missing one or more security-related patches.","It was discovered that Python documentation had a misleading information. A security issue could be possibly caused by wrong assumptions of this information. This issue only affected Ubuntu 12.04 ESM, Ubuntu 14.04 ESM, Ubuntu 16.04 LTS and Ubuntu 18.04 LTS.
(CVE-2019-17514) It was discovered that Python incorrectly handled certain TAR archives. An attacker could possibly use this issue to cause a denial of service. (CVE-2019-20907) It was discovered that incorrectly handled certain ZIP files. An attacker could possibly use this issue to cause a denial of service. This issue only affected Ubuntu 12.04 ESM, Ubuntu 14.04 ESM, Ubuntu 16.04 LTS and Ubuntu 18.04 LTS. (CVE-2019-9674) It was discovered that Python incorrectly handled certain IP values. An attacker could possibly use this issue to cause a denial of service. This issue only affected Ubuntu 14.04 ESM, Ubuntu 16.04 LTS, Ubuntu 18.04 LTS and Ubuntu 20.04 LTS. (CVE-2020-14422).

Note that Tenable Network Security has extracted the preceding description block directly from the Ubuntu security advisory. Tenable has attempted to automatically clean and format it as much as possible without introducing additional issues.","Update the affected packages.","https://usn.ubuntu.com/4428-1/","Medium","I","4.4","5.0","7.5","3.7","6.5","AV:N/AC:L/Au:N/C:N/I:P/A:N/E:U/RL:OF/RC:C","AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N/E:U/RL:O/RC:C","p-cpe:/a:canonical:ubuntu_linux:python2.7
p-cpe:/a:canonical:ubuntu_linux:python2.7-minimal
p-cpe:/a:canonical:ubuntu_linux:python3.4
p-cpe:/a:canonical:ubuntu_linux:python3.4-minimal
p-cpe:/a:canonical:ubuntu_linux:python3.5
p-cpe:/a:canonical:ubuntu_linux:python3.5-minimal
p-cpe:/a:canonical:ubuntu_linux:python3.6
p-cpe:/a:canonical:ubuntu_linux:python3.6-minimal
p-cpe:/a:canonical:ubuntu_linux:python3.8
p-cpe:/a:canonical:ubuntu_linux:python3.8-minimal
cpe:/o:canonical:ubuntu_linux:14.04
cpe:/o:canonical:ubuntu_linux:16.04
cpe:/o:canonical:ubuntu_linux:18.04:-:lts
cpe:/o:canonical:ubuntu_linux:20.04","CVE-2019-17514,CVE-2019-9674,CVE-2020-14422,CVE-2019-20907","","USN #4428-1,IAVA #2020-A-0340-S","Oct 12, 2019 12:00:00 UTC","Jul 22, 2020 12:00:00 UTC","Jul 23, 2020 12:00:00 UTC","Jan 12, 2023 12:00:00 UTC","No known exploits are available","local","1.7"
"139724","Ubuntu 16.04 LTS / 18.04 LTS / 20.04 : curl vulnerability (USN-4466-1)","Ubuntu Local Security Checks","Medium","10.238.64.27","TCP","0","No","Live","00:16:3e:47:13:90","target-u1604.lxd","","Plugin Output: 
  - Installed package : libcurl3-gnutls_7.47.0-1ubuntu2.12
    Fixed package     : libcurl3-gnutls_7.47.0-1ubuntu2.16","Aug 22, 2020 16:10:30 UTC","Apr 1, 2023 16:18:47 UTC","","","","","","The remote Ubuntu host is missing one or more security-related patches.","Marc Aldorasi discovered that curl incorrectly handled the libcurl CURLOPT_CONNECT_ONLY option. This could result in data being sent to the wrong destination, possibly exposing sensitive information.

Note that Tenable Network Security has extracted the preceding description block directly from the Ubuntu security advisory. Tenable has attempted to automatically clean and format it as much as possible without introducing additional issues.","Update the affected packages.","https://usn.ubuntu.com/4466-1/","Medium","II","4.4","5.0","7.5","3.7","6.5","AV:N/AC:L/Au:N/C:P/I:N/A:N/E:U/RL:OF/RC:C","AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C","p-cpe:/a:canonical:ubuntu_linux:curl
p-cpe:/a:canonical:ubuntu_linux:libcurl3
p-cpe:/a:canonical:ubuntu_linux:libcurl3-gnutls
p-cpe:/a:canonical:ubuntu_linux:libcurl3-nss
p-cpe:/a:canonical:ubuntu_linux:libcurl4
cpe:/o:canonical:ubuntu_linux:16.04
cpe:/o:canonical:ubuntu_linux:18.04:-:lts
cpe:/o:canonical:ubuntu_linux:20.04","CVE-2020-8231","","USN #4466-1,IAVA #2020-A-0389-S","Dec 14, 2020 12:00:00 UTC","Aug 19, 2020 12:00:00 UTC","Aug 20, 2020 12:00:00 UTC","Jan 12, 2023 12:00:00 UTC","No known exploits are available","local","1.6"
