Plugin ID,CVE,CVSS v2.0 Base Score,Risk,Host,Protocol,Port,Name,Synopsis,Description,Solution,See Also,Plugin Output,STIG Severity,CVSS v3.0 Base Score,CVSS v2.0 Temporal Score,CVSS v3.0 Temporal Score,Risk Factor,BID,XREF,MSKB,Plugin Publication Date,Plugin Modification Date,Metasploit,Core Impact,CANVAS
10662,,,None,igmobile.in,tcp,2096,Web mirroring,Nessus can crawl the remote website.,"This plugin makes a mirror of the remote website(s) and extracts the
list of CGIs that are used by the remote host. 

It is suggested that you change the number of pages to mirror in the
'Options' section of the client.",n/a,,"Webmirror performed 22 queries in 34s (0.0647 queries per second)

The following CGIs have been discovered :


+ CGI : /
  Methods : GET
  Argument : locale
   Value: zh_tw


+ CGI : /resetpass
  Methods : GET,POST
  Argument : login
   Value: Reset Password
  Argument : start
   Value: 1
  Argument : user


+ CGI : /login/
  Methods : POST
  Argument : pass
  Argument : user


+ CGI : /.
  Methods : GET
  Argument : locale
   Value: zh_tw",,,,,None,,,,04-05-2001,20-04-2021,,,
11032,,,None,igmobile.in,tcp,80,Web Server Directory Enumeration,It is possible to enumerate directories on the web server.,"This plugin attempts to determine the presence of various common
directories on the remote web server.  By sending a request for a
directory, the web server response code indicates if it is a valid
directory or not.",n/a,http://projects.webappsec.org/w/page/13246953/Predictable%20Resource%20Location,"
The following directories were discovered:
/pipermail, /cart, /controlpanel

While this is not, in and of itself, a bug, you should manually inspect 
these directories to ensure that they are in compliance with company
security standards
",,,,,None,,OWASP:OWASP-CM-006,,26-06-2002,12-06-2020,,,
11032,,,None,igmobile.in,tcp,443,Web Server Directory Enumeration,It is possible to enumerate directories on the web server.,"This plugin attempts to determine the presence of various common
directories on the remote web server.  By sending a request for a
directory, the web server response code indicates if it is a valid
directory or not.",n/a,http://projects.webappsec.org/w/page/13246953/Predictable%20Resource%20Location,"
The following directories were discovered:
/pipermail, /cart, /controlpanel

While this is not, in and of itself, a bug, you should manually inspect 
these directories to ensure that they are in compliance with company
security standards
",,,,,None,,OWASP:OWASP-CM-006,,26-06-2002,12-06-2020,,,
11032,,,None,igmobile.in,tcp,2083,Web Server Directory Enumeration,It is possible to enumerate directories on the web server.,"This plugin attempts to determine the presence of various common
directories on the remote web server.  By sending a request for a
directory, the web server response code indicates if it is a valid
directory or not.",n/a,http://projects.webappsec.org/w/page/13246953/Predictable%20Resource%20Location,"

The following directories require authentication:
/login",,,,,None,,OWASP:OWASP-CM-006,,26-06-2002,12-06-2020,,,
11032,,,None,igmobile.in,tcp,2087,Web Server Directory Enumeration,It is possible to enumerate directories on the web server.,"This plugin attempts to determine the presence of various common
directories on the remote web server.  By sending a request for a
directory, the web server response code indicates if it is a valid
directory or not.",n/a,http://projects.webappsec.org/w/page/13246953/Predictable%20Resource%20Location,"

The following directories require authentication:
/login",,,,,None,,OWASP:OWASP-CM-006,,26-06-2002,12-06-2020,,,
11032,,,None,igmobile.in,tcp,2096,Web Server Directory Enumeration,It is possible to enumerate directories on the web server.,"This plugin attempts to determine the presence of various common
directories on the remote web server.  By sending a request for a
directory, the web server response code indicates if it is a valid
directory or not.",n/a,http://projects.webappsec.org/w/page/13246953/Predictable%20Resource%20Location,"

The following directories require authentication:
/login",,,,,None,,OWASP:OWASP-CM-006,,26-06-2002,12-06-2020,,,
11219,,,None,igmobile.in,tcp,21,Nessus SYN scanner,It is possible to determine which TCP ports are open.,"This plugin is a SYN 'half-open' port scanner.  It shall be reasonably
quick even against a firewalled target. 

Note that SYN scans are less intrusive than TCP (full connect) scans
against broken services, but they might cause problems for less robust
firewalls and also leave unclosed connections on the remote target, if
the network is loaded.",Protect your target with an IP filter.,,Port 21/tcp was found to be open,,,,,None,,,,04-02-2009,20-04-2021,,,
11219,,,None,igmobile.in,tcp,53,Nessus SYN scanner,It is possible to determine which TCP ports are open.,"This plugin is a SYN 'half-open' port scanner.  It shall be reasonably
quick even against a firewalled target. 

Note that SYN scans are less intrusive than TCP (full connect) scans
against broken services, but they might cause problems for less robust
firewalls and also leave unclosed connections on the remote target, if
the network is loaded.",Protect your target with an IP filter.,,Port 53/tcp was found to be open,,,,,None,,,,04-02-2009,20-04-2021,,,
11219,,,None,igmobile.in,tcp,80,Nessus SYN scanner,It is possible to determine which TCP ports are open.,"This plugin is a SYN 'half-open' port scanner.  It shall be reasonably
quick even against a firewalled target. 

Note that SYN scans are less intrusive than TCP (full connect) scans
against broken services, but they might cause problems for less robust
firewalls and also leave unclosed connections on the remote target, if
the network is loaded.",Protect your target with an IP filter.,,Port 80/tcp was found to be open,,,,,None,,,,04-02-2009,20-04-2021,,,
11219,,,None,igmobile.in,tcp,110,Nessus SYN scanner,It is possible to determine which TCP ports are open.,"This plugin is a SYN 'half-open' port scanner.  It shall be reasonably
quick even against a firewalled target. 

Note that SYN scans are less intrusive than TCP (full connect) scans
against broken services, but they might cause problems for less robust
firewalls and also leave unclosed connections on the remote target, if
the network is loaded.",Protect your target with an IP filter.,,Port 110/tcp was found to be open,,,,,None,,,,04-02-2009,20-04-2021,,,
11219,,,None,igmobile.in,tcp,143,Nessus SYN scanner,It is possible to determine which TCP ports are open.,"This plugin is a SYN 'half-open' port scanner.  It shall be reasonably
quick even against a firewalled target. 

Note that SYN scans are less intrusive than TCP (full connect) scans
against broken services, but they might cause problems for less robust
firewalls and also leave unclosed connections on the remote target, if
the network is loaded.",Protect your target with an IP filter.,,Port 143/tcp was found to be open,,,,,None,,,,04-02-2009,20-04-2021,,,
11219,,,None,igmobile.in,tcp,222,Nessus SYN scanner,It is possible to determine which TCP ports are open.,"This plugin is a SYN 'half-open' port scanner.  It shall be reasonably
quick even against a firewalled target. 

Note that SYN scans are less intrusive than TCP (full connect) scans
against broken services, but they might cause problems for less robust
firewalls and also leave unclosed connections on the remote target, if
the network is loaded.",Protect your target with an IP filter.,,Port 222/tcp was found to be open,,,,,None,,,,04-02-2009,20-04-2021,,,
11219,,,None,igmobile.in,tcp,443,Nessus SYN scanner,It is possible to determine which TCP ports are open.,"This plugin is a SYN 'half-open' port scanner.  It shall be reasonably
quick even against a firewalled target. 

Note that SYN scans are less intrusive than TCP (full connect) scans
against broken services, but they might cause problems for less robust
firewalls and also leave unclosed connections on the remote target, if
the network is loaded.",Protect your target with an IP filter.,,Port 443/tcp was found to be open,,,,,None,,,,04-02-2009,20-04-2021,,,
11219,,,None,igmobile.in,tcp,465,Nessus SYN scanner,It is possible to determine which TCP ports are open.,"This plugin is a SYN 'half-open' port scanner.  It shall be reasonably
quick even against a firewalled target. 

Note that SYN scans are less intrusive than TCP (full connect) scans
against broken services, but they might cause problems for less robust
firewalls and also leave unclosed connections on the remote target, if
the network is loaded.",Protect your target with an IP filter.,,Port 465/tcp was found to be open,,,,,None,,,,04-02-2009,20-04-2021,,,
