Machine Vulnerabilities Export,01 May 2024 07:59 AM +00:00
Name,Severity,CVSS v3,Epss score,Age (days),Published,First detected,Updated,Has Exploit,Has Known Threats,Has Associated Alerts,Related Software,Description
CVE-2019-12900,Medium,4.0,,1792,"05 Jun, 2019","29 Feb, 2024","26 Apr, 2024",False,False,False,ubuntu:bzip2;ubuntu:clamav;ubuntu:clamdscan;bzip:bzip2;opensuse:leap;canonical:ubuntu_linux;freebsd:freebsd;python:python;debian:bzip2;debian:clamav;suse:bzip2;suse:clamav;suse:clamav-devel;suse:libbz2-1;suse:libbz2-1-32bit;suse:libbz2-devel;suse:libclamav7;suse:libclammspack0;suse:libclamav9;suse:libfreshclam2;suse:bzip2-doc;suse:clamav-milter;suse:libbz2-devel-32bit;amazon:bzip2;amazon:bzip2-devel;amazon:bzip2-libs;amazon:bzip2-debuginfo;microsoft:python3;microsoft:bzip2;alpine:bzip2,"Summary: The bzip2 compression utility through version 1.0.6 is vulnerable to an out-of-bounds write flaw in the BZ2_decompress function in decompress.c. This vulnerability can be exploited by an attacker to cause a denial of service condition or execute arbitrary code. Impact: If exploited, this vulnerability can lead to a denial of service condition or allow an attacker to execute arbitrary code on the affected system. Remediation: Upgrade to bzip2 version 1.0.6-8.1ubuntu0.1 or later. AdditionalInformation: This vulnerability has been assigned CVE-2019-12900. It affects various Linux distributions, including Ubuntu, Amazon Linux, and Mariner. The Ubuntu fix can be applied by running 'sudo pro fix USN-4038-1'. No subscription is required for the Ubuntu fix. Generated by AI"
CVE-2024-26194,High,7.4,,23,"08 Apr, 2024","09 Apr, 2024","10 Apr, 2024",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_server_2008;microsoft:windows_server_2008_r2;microsoft:windows_server_2012;microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022,Secure Boot Security Feature Bypass Vulnerability
CVE-2023-4585,High,8.8,,246,"29 Aug, 2023","29 Feb, 2024","21 Dec, 2023",False,False,False,oracle:thunderbird;oracle:firefox;ubuntu:firefox;ubuntu:thunderbird;ubuntu:xul;mozilla:firefox;mozilla:firefox_esr;mozilla:thunderbird;red_hat:thunderbird;red_hat:firefox;red_hat:firefox-x11;suse:mozillafirefox;suse:mozillafirefox-devel;suse:mozillafirefox-translations-common;suse:mozillafirefox-translations-other;suse:mozillathunderbird;suse:mozillathunderbird-translations-common;suse:mozillathunderbird-translations-other;suse:mozillafirefox-branding-upstream;suse:libmozjs-115-0;suse:mozjs115;suse:mozjs115-devel,"Summary: Multiple memory safety bugs have been discovered in Mozilla Firefox, Firefox ESR, and Thunderbird. These bugs could potentially be exploited to run arbitrary code and cause memory corruption. The vulnerability affects Firefox versions prior to 117, Firefox ESR versions prior to 115.2, and Thunderbird versions prior to 115.2. Impact: If a threat actor successfully exploits these vulnerabilities, they could run arbitrary code on the affected system, potentially leading to unauthorized access, data theft, or system compromise. Remediation: Upgrade to Firefox version 117, Firefox ESR version 115.2, and Thunderbird version 115.2 to mitigate these vulnerabilities. Generated by AI"
CVE-2023-21686,High,8.8,,442,"14 Feb, 2023","27 Feb, 2024","23 Feb, 2023",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_server_2008;microsoft:windows_server_2008_r2;microsoft:windows_server_2012;microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022,"Summary: The WDAC OLE DB provider for SQL Server in Microsoft Windows is vulnerable to remote code execution. An attacker can exploit this vulnerability by sending a specially-crafted request, allowing them to execute arbitrary code on the client system. Impact: If exploited, this vulnerability could allow a remote authenticated attacker to execute arbitrary code on the system. This could lead to unauthorized access, data theft, system compromise, and potential disruption of services. Remediation: Upgrade to the latest version of Microsoft Windows to mitigate this vulnerability. Generated by AI"
CVE-2023-35306,Medium,5.5,,295,"11 Jul, 2023","27 Feb, 2024","14 Jul, 2023",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_server_2012;microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022,"Summary: The vulnerability exists in the PostScript and PCL6 Class Printer Driver component of Microsoft Windows. An attacker with local authentication can exploit this vulnerability to obtain sensitive information from heap memory and use it to launch further attacks against the affected system. Impact: If exploited, this vulnerability could allow an attacker to access sensitive information, potentially leading to unauthorized access, data theft, or further compromise of the affected system. Remediation: Upgrade to the latest version of Microsoft Windows. Generated by AI"
CVE-2022-41067,Medium,5.9,,540,"08 Nov, 2022","27 Feb, 2024","08 Nov, 2022",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_7;microsoft:windows_8.1;microsoft:windows_rt;microsoft:windows_server_2008;microsoft:windows_server_2008_r2;microsoft:windows_server_2012;microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022,"Summary: The Windows Internet Name Service (WINS) in Microsoft Windows is vulnerable to an information disclosure vulnerability. Impact: An attacker could exploit this vulnerability to gain access to sensitive information stored in the WINS database, such as IP addresses and host names. Remediation: Upgrade to the latest version of Microsoft Windows to mitigate this vulnerability. Generated by AI"
CVE-2023-32022,High,7.6,,323,"13 Jun, 2023","27 Feb, 2024","18 Aug, 2023",False,False,False,microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022,"Summary: The Windows Server Service in Microsoft Windows is vulnerable to a security feature bypass. An attacker can exploit this vulnerability by sending a specially-crafted request to bypass access checks and execute restricted RPC procedures. Impact: If exploited, an attacker can bypass security restrictions and execute RPC procedures that are restricted to privileged accounts. Remediation: Upgrade to the latest version of Microsoft Windows Server Service. Generated by AI"
CVE-2023-32038,High,8.8,,295,"11 Jul, 2023","27 Feb, 2024","13 Jul, 2023",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_server_2008;microsoft:windows_server_2008_r2;microsoft:windows_server_2012;microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022,"Summary: The Microsoft ODBC Driver is vulnerable to remote code execution. An attacker can exploit this vulnerability by persuading a victim to connect to a malicious SQL server via ODBC, allowing them to execute arbitrary code on the client system. Impact: If exploited, this vulnerability could allow an attacker to execute arbitrary code on the client system, potentially leading to unauthorized access, data theft, or further compromise of the system. Remediation: Upgrade to the latest version of the Microsoft ODBC Driver to mitigate this vulnerability. Generated by AI"
CVE-2023-28298,Medium,5.5,,386,"11 Apr, 2023","27 Feb, 2024","19 Apr, 2023",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_server_2008;microsoft:windows_server_2008_r2;microsoft:windows_server_2012;microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022,Summary: Windows Kernel Denial of Service Vulnerability Impact: The vulnerability allows a local authenticated attacker to cause a denial of service condition on a Windows system. Remediation: Upgrade to the latest version of Microsoft Windows. Generated by AI
CVE-2023-29367,High,7.8,,323,"13 Jun, 2023","27 Feb, 2024","20 Jun, 2023",False,False,False,microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022,"Summary: The iSCSI Target WMI Provider component in Microsoft Windows Server is vulnerable to remote code execution. An attacker can exploit this vulnerability by convincing a victim to open specially crafted content, allowing them to execute arbitrary code on the system. Impact: If this vulnerability is exploited, an attacker can execute arbitrary code on the affected system. This can lead to unauthorized access, data theft, system compromise, and potential disruption of services. Remediation: Upgrade to the latest version of Microsoft Windows Server. Apply all available security patches and updates to ensure the vulnerability is patched. Generated by AI"
CVE-2023-36792,High,7.8,,232,"12 Sep, 2023","28 Feb, 2024","05 Feb, 2024",False,False,False,microsoft:.net;microsoft:.net_framework;microsoft:powershell;microsoft:visual_studio_2017;microsoft:visual_studio_2019;microsoft:visual_studio_2022;microsoft.netcore.app.runtime.win-arm64:microsoft.netcore.app.runtime.win-arm64;microsoft.netcore.app.runtime.win-x64:microsoft.netcore.app.runtime.win-x64;microsoft.netcore.app.runtime.win-x86:microsoft.netcore.app.runtime.win-x86,"Summary: There is a remote code execution vulnerability in Microsoft Visual Studio and .NET. By persuading a victim to open a specially crafted content, an attacker could exploit this vulnerability to execute arbitrary code on the system. The vulnerability exists in Microsoft.DiaSymReader.Native.amd64.dll when reading a corrupted PDB file, which may lead to remote code execution. This issue only affects Windows systems. The vulnerabilities CVE-2023-36792, CVE-2023-36793, CVE-2023-36794, and CVE-2023-36796 are all resolved by a single patch. Impact: If exploited, an attacker could execute arbitrary code on the system, potentially gaining unauthorized access, stealing sensitive information, or causing system disruption. Remediation: Apply the latest patches and updates provided by the respective vendors. AdditionalInformation: If you have found a potential security issue in .NET 6.0 or .NET 7.0, please email details to secure@microsoft.com. Reports may qualify for the Microsoft .NET Core & .NET 5 Bounty. For more information, visit <https://aka.ms/corebounty>. Generated by AI"
CVE-2022-38047,High,8.1,,568,"11 Oct, 2022","27 Feb, 2024","20 Dec, 2023",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_7;microsoft:windows_8.1;microsoft:windows_rt;microsoft:windows_server_2008;microsoft:windows_server_2008_r2;microsoft:windows_server_2012;microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022,"Summary: The Windows Point-to-Point Tunneling Protocol (PPTP) is vulnerable to remote code execution. An attacker can exploit this vulnerability by sending a specially-crafted PPTP packet to a PPTP server, allowing them to execute arbitrary code on the system. Impact: If this vulnerability is exploited, an attacker can execute arbitrary code on the affected system. This can lead to a complete compromise of the system, allowing the attacker to gain unauthorized access, steal sensitive information, or perform other malicious activities. Remediation: Upgrade to the latest version of Microsoft Windows. It is recommended to apply all available security patches and updates to ensure the system is protected against this vulnerability. Generated by AI"
CVE-2023-24945,Medium,5.5,,358,"09 May, 2023","27 Feb, 2024","15 May, 2023",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_server_2008;microsoft:windows_server_2008_r2;microsoft:windows_server_2012;microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022,"Summary: The Windows iSCSI Target Service in Microsoft Windows is vulnerable to an information disclosure attack. An authenticated attacker can exploit this vulnerability to obtain sensitive information and potentially launch further attacks. Impact: If successfully exploited, an attacker can gain access to sensitive information stored on the affected system. This information can be used to launch further attacks, potentially compromising the system and its data. Remediation: Upgrade to the latest version of Microsoft Windows to mitigate this vulnerability. Generated by AI"
CVE-2023-24862,Medium,5.5,,414,"14 Mar, 2023","27 Feb, 2024","23 Mar, 2023",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_server_2008;microsoft:windows_server_2008_r2;microsoft:windows_server_2012;microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022,"Summary: The Windows Secure Channel in Microsoft Windows is vulnerable to a denial of service attack. An attacker with local authenticated access can exploit this vulnerability by executing a specially-crafted file, causing a denial of service condition. Impact: If successfully exploited, this vulnerability could result in a denial of service condition, potentially disrupting the availability of the affected Windows system. Remediation: Upgrade to the latest version of Microsoft Windows to mitigate this vulnerability. Generated by AI"
CVE-2023-36575,High,7.3,,204,"10 Oct, 2023","27 Feb, 2024","13 Oct, 2023",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_server_2008;microsoft:windows_server_2008_r2;microsoft:windows_server_2012;microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022,"Summary: The vulnerability is a remote code execution vulnerability in Microsoft Message Queuing component in Microsoft Windows. An attacker can exploit this vulnerability by executing a specially crafted program, which could allow them to execute arbitrary code on the system. Impact: If this vulnerability is exploited, an attacker could execute arbitrary code on the affected system, potentially gaining full control over it. This could lead to unauthorized access, data theft, system compromise, and further network exploitation. Remediation: Upgrade to the latest version of Microsoft Windows that includes the fix for this vulnerability. It is recommended to apply the latest security updates and patches provided by Microsoft. Generated by AI"
CVE-2023-28256,Medium,6.6,,386,"11 Apr, 2023","27 Feb, 2024","18 Apr, 2023",False,False,False,microsoft:windows_server_2008;microsoft:windows_server_2008_r2;microsoft:windows_server_2012;microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022,"Summary: The Windows DNS Server is vulnerable to remote code execution. An attacker can exploit a flaw in the DNS Server component to execute arbitrary code on the system. Impact: If this vulnerability is exploited, an attacker can execute arbitrary code on the system, potentially gaining full control over the affected Windows DNS Server. Remediation: Upgrade to the latest version of Windows DNS Server. Generated by AI"
CVE-2023-38152,Medium,5.3,,232,"12 Sep, 2023","27 Feb, 2024","14 Sep, 2023",False,False,False,microsoft:windows_server_2008;microsoft:windows_server_2008_r2;microsoft:windows_server_2012;microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022,"Summary: The DHCP Server Service in Microsoft Windows is vulnerable to an information disclosure attack. An attacker can exploit this vulnerability by sending a specially crafted request to the DHCP Server, allowing them to obtain sensitive information from the memory in the process heap. This information can then be used to launch further attacks against the affected system. Impact: If successfully exploited, this vulnerability could allow an attacker to obtain sensitive information from the affected system. This information can be used to launch further attacks, potentially leading to unauthorized access, data theft, or system compromise. Remediation: Upgrade to the latest version of Microsoft Windows. No specific version is mentioned in the advisory, so it is recommended to upgrade to the latest available version. Generated by AI"
CVE-2024-20662,Medium,4.9,,113,"09 Jan, 2024","27 Feb, 2024","11 Apr, 2024",False,False,False,microsoft:windows_server_2008;microsoft:windows_server_2008_r2;microsoft:windows_server_2012;microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022,"Summary: The vulnerability is an information disclosure vulnerability in the Online Certificate Status Protocol (OCSP) component of Microsoft Windows. An attacker can exploit this vulnerability to obtain sensitive information from remote heap memory and use it to launch further attacks against the affected system. Impact: If a threat actor successfully exploits this vulnerability, they can obtain sensitive information from the affected system. This information can be used to launch further attacks, potentially leading to unauthorized access, data theft, or system compromise. Remediation: Upgrade to the latest version of Microsoft Windows that includes a fix for the Online Certificate Status Protocol (OCSP) information disclosure vulnerability. Generated by AI"
CVE-2024-26174,Medium,5.5,,51,"11 Mar, 2024","12 Mar, 2024","11 Apr, 2024",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_server_2008;microsoft:windows_server_2008_r2;microsoft:windows_server_2012;microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022,"Summary: A vulnerability has been discovered in the Windows Kernel component of Microsoft Windows that could allow a local authenticated attacker to obtain sensitive information. By sending a specially crafted request, the attacker can exploit this vulnerability to retrieve the values of registry keys. This information can then be used to launch additional attacks against the affected system. Impact: If successfully exploited, this vulnerability could result in the disclosure of sensitive information stored in registry keys. This information can be leveraged by the attacker to carry out further attacks against the affected system, potentially leading to unauthorized access, data theft, or system compromise. Remediation: Apply the latest patches and updates provided by the respective vendors. Generated by AI"
CVE-2023-4053,Medium,6.5,,274,"01 Aug, 2023","29 Feb, 2024","19 Sep, 2023",False,False,False,oracle:thunderbird;oracle:firefox;ubuntu:firefox;mozilla:firefox;mozilla:firefox_esr;mozilla:thunderbird;red_hat:thunderbird;red_hat:firefox;red_hat:firefox-x11;suse:mozillafirefox;suse:mozillafirefox-devel;suse:mozillafirefox-translations-common;suse:mozillafirefox-translations-other;suse:mozillathunderbird;suse:mozillathunderbird-translations-common;suse:mozillathunderbird-translations-other;suse:mozillafirefox-branding-upstream;suse:libmozjs-115-0;suse:mozjs115;suse:mozjs115-devel,"Summary: A vulnerability in Mozilla Firefox and Thunderbird allows a website to obscure the full screen notification by using a URL with a scheme handled by an external program, leading to user confusion and possible spoofing attacks. The vulnerability affects Firefox versions prior to 116, Firefox ESR versions prior to 115.2, and Thunderbird versions prior to 115.2. Impact: If exploited, this vulnerability could allow an attacker to conduct spoofing attacks by obscuring the full screen notification and tricking users into thinking they are interacting with a legitimate website or program. Remediation: Upgrade to Firefox version 116 or later, Firefox ESR version 115.2 or later, and Thunderbird version 115.2 or later. Generated by AI"
CVE-2023-4580,Medium,6.5,,246,"29 Aug, 2023","29 Feb, 2024","19 Sep, 2023",False,False,False,oracle:thunderbird;oracle:firefox;ubuntu:firefox;ubuntu:thunderbird;ubuntu:xul;mozilla:firefox;mozilla:firefox_esr;mozilla:thunderbird;red_hat:thunderbird;red_hat:firefox;red_hat:firefox-x11;suse:mozillafirefox;suse:mozillafirefox-devel;suse:mozillafirefox-translations-common;suse:mozillafirefox-translations-other;suse:mozillathunderbird;suse:mozillathunderbird-translations-common;suse:mozillathunderbird-translations-other;suse:mozillafirefox-branding-upstream;suse:libmozjs-115-0;suse:mozjs115;suse:mozjs115-devel,"Summary: Push notifications stored on disk in private browsing mode were not being encrypted potentially allowing the leak of sensitive information. This vulnerability affects Firefox versions prior to 117, Firefox ESR versions prior to 115.2, and Thunderbird versions prior to 115.2. Impact: If a threat actor exploits this vulnerability, they could potentially access sensitive information stored in push notifications on disk in private browsing mode. Remediation: Upgrade to Firefox version 117 or later, Firefox ESR version 115.2 or later, and Thunderbird version 115.2 or later. Generated by AI"
CVE-2023-35336,Medium,6.5,,295,"11 Jul, 2023","27 Feb, 2024","14 Jul, 2023",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022,"Summary: The MSHTML Platform component in Microsoft Windows is vulnerable to a security feature bypass. This vulnerability could allow a remote attacker to bypass security restrictions and potentially cause impact on integrity and availability. Impact: If exploited, this vulnerability could allow an attacker to bypass security features, potentially leading to unauthorized access, data manipulation, or denial of service. Remediation: Upgrade to the latest version of Microsoft Windows to mitigate this vulnerability. Generated by AI"
CVE-2022-41097,Medium,6.5,,540,"08 Nov, 2022","27 Feb, 2024","10 Mar, 2023",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_7;microsoft:windows_8.1;microsoft:windows_rt;microsoft:windows_server_2008;microsoft:windows_server_2008_r2;microsoft:windows_server_2012;microsoft:windows_server_2012_r2;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022,"Summary: The Network Policy Server (NPS) RADIUS Protocol component in Microsoft Windows is vulnerable to an information disclosure attack. An attacker can exploit this vulnerability to obtain sensitive information from memory in the process heap and use it to launch further attacks against the affected system. Impact: If successfully exploited, an attacker can obtain sensitive information from the affected system, which can be used to launch further attacks. Remediation: Upgrade to the latest version of Microsoft Windows to mitigate this vulnerability. Generated by AI"
CVE-2023-32008,High,7.8,,323,"13 Jun, 2023","27 Feb, 2024","20 Jun, 2023",False,False,False,microsoft:windows_10;microsoft:windows_11;microsoft:windows_server_2016;microsoft:windows_server_2019;microsoft:windows_server_2022,"Summary: The Resilient File System (ReFS) component in Microsoft Windows is vulnerable to remote code execution. An attacker can exploit this vulnerability by convincing a victim to mount a specially crafted VHD, allowing them to execute arbitrary code on the system. Impact: If successfully exploited, this vulnerability could allow an attacker to execute arbitrary code on the affected system, potentially leading to unauthorized access, data theft, or further compromise of the system. Remediation: Upgrade to the latest version of Microsoft Windows that includes a fix for the Resilient File System (ReFS) remote code execution vulnerability. Generated by AI"
