/Users/bhumita/gosec-demo/docker-ce/components/cli/cli/config/credentials/native_store.go,10,Potential hardcoded credentials,HIGH,LOW,"9: const (
10: 	remoteCredentialsPrefix = ""docker-credential-""
11: 	tokenUsername           = ""<token>""
",CWE-798
/Users/bhumita/gosec-demo/docker-ce/components/cli/cli/command/service/opts.go,917,Potential hardcoded credentials,HIGH,LOW,"916: const (
917: 	flagCredentialSpec          = ""credential-spec""
918: 	flagPlacementPref           = ""placement-pref""
",CWE-798
/Users/bhumita/gosec-demo/docker-ce/components/engine/testutil/registry/registry.go,113,Subprocess launched with variable,MEDIUM,HIGH,"112: 	}
113: 	cmd := exec.Command(binary, confPath)
114: 	cmd.Stdout = c.stdout
",CWE-78
/Users/bhumita/gosec-demo/docker-ce/components/engine/testutil/fixtures/plugin/plugin.go,223,Subprocess launched with variable,MEDIUM,HIGH,"222: 	sourcePath := filepath.Join(""github.com"", ""docker"", ""docker"", ""testutil"", ""fixtures"", ""plugin"", ""basic"")
223: 	cmd := exec.Command(goBin, ""build"", ""-o"", installPath, sourcePath)
224: 	cmd.Env = append(os.Environ(), ""CGO_ENABLED=0"", ""GO111MODULE=off"")
",CWE-78
/Users/bhumita/gosec-demo/docker-ce/components/engine/testutil/fixtures/load/frozen.go,89,Subprocess launched with variable,MEDIUM,HIGH,"88: 	}
89: 	tarCmd := exec.Command(tar, ""-cC"", frozenImgDir, ""."")
90: 	out, err := tarCmd.StdoutPipe()
",CWE-78
/Users/bhumita/gosec-demo/docker-ce/components/engine/testutil/fakestorage/fixtures.go,74,Subprocess launched with variable,MEDIUM,HIGH,"73: 
74: 	if out, err := exec.Command(cpCmd, ""../contrib/httpserver/Dockerfile"", filepath.Join(tmp, ""Dockerfile"")).CombinedOutput(); err != nil {
75: 		t.Fatalf(""could not build http server: %v"", string(out))
",CWE-78
/Users/bhumita/gosec-demo/docker-ce/components/engine/testutil/fakestorage/fixtures.go,69,Subprocess launched with variable,MEDIUM,HIGH,"68: 	} else {
69: 		if out, err := exec.Command(cpCmd, ""../contrib/httpserver/httpserver"", filepath.Join(tmp, ""httpserver"")).CombinedOutput(); err != nil {
70: 			t.Fatalf(""could not copy http server: %v"", string(out))
",CWE-78
/Users/bhumita/gosec-demo/docker-ce/components/engine/testutil/fakestorage/fixtures.go,58,Subprocess launched with variable,MEDIUM,HIGH,"57: 
58: 		cmd := exec.Command(goCmd, ""build"", ""-o"", filepath.Join(tmp, ""httpserver""), ""github.com/docker/docker/contrib/httpserver"")
59: 		cmd.Env = append(os.Environ(), []string{
",CWE-78
/Users/bhumita/gosec-demo/docker-ce/components/engine/testutil/daemon/daemon.go,394,Subprocess launched with variable,MEDIUM,HIGH,"393: 	d.args = append(d.args, providedArgs...)
394: 	d.cmd = exec.Command(dockerdBinary, d.args...)
395: 	d.cmd.Env = append(os.Environ(), ""DOCKER_SERVICE_PREFER_OFFLINE_IMAGE=1"")
",CWE-78
/Users/bhumita/gosec-demo/docker-ce/components/engine/pkg/archive/archive.go,213,Subprocess launched with variable,MEDIUM,HIGH,"212: 
213: 	return cmdStream(exec.CommandContext(ctx, unpigzPath, ""-d"", ""-c""), buf)
214: }
",CWE-78
/Users/bhumita/gosec-demo/docker-ce/components/engine/libcontainerd/supervisor/remote_daemon.go,186,Subprocess launched with variable,MEDIUM,HIGH,"185: 
186: 	cmd := exec.Command(binaryName, args...)
187: 	// redirect containerd logs to docker logs
",CWE-78
/Users/bhumita/gosec-demo/docker-ce/components/engine/daemon/top_unix.go,172,Subprocess launched with variable,MEDIUM,HIGH,"171: 		// so retry without it
172: 		output, err = exec.Command(""ps"", args...).Output()
173: 		if err != nil {
",CWE-78
/Users/bhumita/gosec-demo/docker-ce/components/engine/daemon/info_unix.go,196,Subprocess launched with variable,MEDIUM,HIGH,"195: 	defaultInitBinary := daemon.configStore.GetInitPath()
196: 	if rv, err := exec.Command(defaultInitBinary, ""--version"").Output(); err == nil {
197: 		if ver, commit, err := parseInitVersion(string(rv)); err != nil {
",CWE-78
/Users/bhumita/gosec-demo/docker-ce/components/engine/daemon/info_unix.go,179,Subprocess launched with variable,MEDIUM,HIGH,"178: 	defaultRuntimeBinary := daemon.configStore.GetRuntime(defaultRuntime).Path
179: 	if rv, err := exec.Command(defaultRuntimeBinary, ""--version"").Output(); err == nil {
180: 		if _, ver, commit, err := parseRuntimeVersion(string(rv)); err != nil {
",CWE-78
/Users/bhumita/gosec-demo/docker-ce/components/engine/daemon/info_unix.go,65,Subprocess launched with variable,MEDIUM,HIGH,"64: 	defaultInitBinary := daemon.configStore.GetInitPath()
65: 	if rv, err := exec.Command(defaultInitBinary, ""--version"").Output(); err == nil {
66: 		if _, commit, err := parseInitVersion(string(rv)); err != nil {
",CWE-78
/Users/bhumita/gosec-demo/docker-ce/components/engine/daemon/info_unix.go,48,Subprocess launched with variable,MEDIUM,HIGH,"47: 	defaultRuntimeBinary := daemon.configStore.GetRuntime(v.DefaultRuntime).Path
48: 	if rv, err := exec.Command(defaultRuntimeBinary, ""--version"").Output(); err == nil {
49: 		if _, _, commit, err := parseRuntimeVersion(string(rv)); err != nil {
",CWE-78
/Users/bhumita/gosec-demo/docker-ce/components/engine/daemon/graphdriver/devmapper/device_setup.go,104,Subprocess launched with variable,MEDIUM,HIGH,"103: 
104: 	out, err := exec.Command(blkid, dev).CombinedOutput()
105: 	if err != nil {
",CWE-78
/Users/bhumita/gosec-demo/docker-ce/components/engine/daemon/graphdriver/devmapper/device_setup.go,75,Subprocess launched with variable,MEDIUM,HIGH,"74: 
75: 	out, err := exec.Command(pvDisplay, dev).CombinedOutput()
76: 	if err != nil {
",CWE-78
/Users/bhumita/gosec-demo/docker-ce/components/engine/daemon/graphdriver/devmapper/device_setup.go,56,Subprocess launched with variable,MEDIUM,HIGH,"55: 
56: 	out, err := exec.Command(lvmScan).CombinedOutput()
57: 	if err != nil {
",CWE-78
/Users/bhumita/gosec-demo/docker-ce/components/engine/pkg/fileutils/fileutils_darwin.go,15,Subprocess launched with a potential tainted input or cmd arguments,MEDIUM,HIGH,"14: 
15: 	cmd := exec.Command(""lsof"", ""-p"", strconv.Itoa(pid))
16: 
",CWE-78
/Users/bhumita/gosec-demo/docker-ce/components/engine/pkg/archive/archive.go,190,Subprocess launched with a potential tainted input or cmd arguments,MEDIUM,HIGH,"189: 
190: 	return cmdStream(exec.CommandContext(ctx, args[0], args[1:]...), archive)
191: }
",CWE-78
/Users/bhumita/gosec-demo/docker-ce/components/engine/daemon/top_unix.go,168,Subprocess launched with a potential tainted input or cmd arguments,MEDIUM,HIGH,"167: 	pids := psPidsArg(procs)
168: 	output, err := exec.Command(""ps"", append(args, pids)...).Output()
169: 	if err != nil {
",CWE-78
/Users/bhumita/gosec-demo/docker-ce/components/engine/daemon/graphdriver/devmapper/device_setup.go,212,Subprocess launched with a potential tainted input or cmd arguments,MEDIUM,HIGH,"211: 	}
212: 	out, err = exec.Command(""lvcreate"", ""--wipesignatures"", ""y"", ""-n"", ""thinpoolmeta"", ""docker"", ""--extents"", fmt.Sprintf(""%d%%VG"", cfg.ThinpMetaPercent)).CombinedOutput()
213: 	if err != nil {
",CWE-78
/Users/bhumita/gosec-demo/docker-ce/components/engine/daemon/graphdriver/devmapper/device_setup.go,208,Subprocess launched with a potential tainted input or cmd arguments,MEDIUM,HIGH,"207: 
208: 	out, err = exec.Command(""lvcreate"", ""--wipesignatures"", ""y"", ""-n"", ""thinpool"", ""docker"", ""--extents"", fmt.Sprintf(""%d%%VG"", cfg.ThinpPercent)).CombinedOutput()
209: 	if err != nil {
",CWE-78
/Users/bhumita/gosec-demo/docker-ce/components/engine/daemon/graphdriver/devmapper/device_setup.go,203,Subprocess launched with a potential tainted input or cmd arguments,MEDIUM,HIGH,"202: 
203: 	out, err = exec.Command(""vgcreate"", ""docker"", cfg.Device).CombinedOutput()
204: 	if err != nil {
",CWE-78
/Users/bhumita/gosec-demo/docker-ce/components/engine/daemon/graphdriver/devmapper/device_setup.go,198,Subprocess launched with a potential tainted input or cmd arguments,MEDIUM,HIGH,"197: 
198: 	out, err := exec.Command(""pvcreate"", ""-f"", cfg.Device).CombinedOutput()
199: 	if err != nil {
",CWE-78
/Users/bhumita/gosec-demo/docker-ce/components/cli/cli-plugins/manager/manager.go,181,Subprocess launched with a potential tainted input or cmd arguments,MEDIUM,HIGH,"180: 		}
181: 		cmd := exec.Command(plugin.Path, args...)
182: 		// Using dockerCli.{In,Out,Err}() here results in a hang until something is input.
",CWE-78
/Users/bhumita/gosec-demo/docker-ce/components/cli/cli-plugins/manager/candidate.go,22,Subprocess launched with a potential tainted input or cmd arguments,MEDIUM,HIGH,"21: func (c *candidate) Metadata() ([]byte, error) {
22: 	return exec.Command(c.path, MetadataSubcommandName).Output()
23: }
",CWE-78
/Users/bhumita/gosec-demo/docker-ce/components/engine/volume/local/local.go,86,Potential file inclusion via variable,MEDIUM,HIGH,"85: 		optsFilePath := filepath.Join(rootDirectory, name, ""opts.json"")
86: 		if b, err := os.ReadFile(optsFilePath); err == nil {
87: 			opts := optsConfig{}
",CWE-22
/Users/bhumita/gosec-demo/docker-ce/components/engine/testutil/registry/registry.go,99,Potential file inclusion via variable,MEDIUM,HIGH,"98: 	confPath := filepath.Join(tmp, ""config.yaml"")
99: 	config, err := os.Create(confPath)
100: 	assert.NilError(t, err)
",CWE-22
/Users/bhumita/gosec-demo/docker-ce/components/engine/testutil/fixtures/plugin/plugin.go,194,Potential file inclusion via variable,MEDIUM,HIGH,"193: 			}
194: 			f, err := os.Create(filepath.Join(inPath, ""rootfs"", m.Destination))
195: 			if err != nil && !os.IsExist(err) {
",CWE-22
/Users/bhumita/gosec-demo/docker-ce/components/engine/testutil/fixtures/load/frozen.go,161,Potential file inclusion via variable,MEDIUM,HIGH,"160: func readFrozenImageList(dockerfilePath string, images []string) (map[string]string, error) {
161: 	f, err := os.Open(dockerfilePath)
162: 	if err != nil {
",CWE-22
/Users/bhumita/gosec-demo/docker-ce/components/engine/registry/registry.go,77,Potential file inclusion via variable,MEDIUM,HIGH,"76: 			logrus.Debugf(""crt: %s"", filepath.Join(directory, f.Name()))
77: 			data, err := os.ReadFile(filepath.Join(directory, f.Name()))
78: 			if err != nil {
",CWE-22
/Users/bhumita/gosec-demo/docker-ce/components/engine/plugin/manager.go,270,Potential file inclusion via variable,MEDIUM,HIGH,"269: 	p := filepath.Join(pm.config.Root, id, configFileName)
270: 	dt, err := os.ReadFile(p)
271: 	if err != nil {
",CWE-22
/Users/bhumita/gosec-demo/docker-ce/components/engine/pkg/system/process_unix.go,34,Potential file inclusion via variable,MEDIUM,HIGH,"33: 	statPath := fmt.Sprintf(""/proc/%d/stat"", pid)
34: 	dataBytes, err := os.ReadFile(statPath)
35: 	if err != nil {
",CWE-22
/Users/bhumita/gosec-demo/docker-ce/components/engine/pkg/system/filesys_unix.go,53,Potential file inclusion via variable,MEDIUM,HIGH,"52: func OpenFileSequential(name string, flag int, perm os.FileMode) (*os.File, error) {
53: 	return os.OpenFile(name, flag, perm)
54: }
",CWE-22
/Users/bhumita/gosec-demo/docker-ce/components/engine/pkg/system/filesys_unix.go,44,Potential file inclusion via variable,MEDIUM,HIGH,"43: func OpenSequential(name string) (*os.File, error) {
44: 	return os.Open(name)
45: }
",CWE-22
/Users/bhumita/gosec-demo/docker-ce/components/engine/pkg/system/filesys_unix.go,36,Potential file inclusion via variable,MEDIUM,HIGH,"35: func CreateSequential(name string) (*os.File, error) {
36: 	return os.Create(name)
37: }
",CWE-22
/Users/bhumita/gosec-demo/docker-ce/components/engine/pkg/stack/stackdump.go,29,Potential file inclusion via variable,MEDIUM,HIGH,"28: 		var err error
29: 		f, err = os.OpenFile(path, os.O_CREATE|os.O_WRONLY, 0666)
30: 		if err != nil {
",CWE-22
/Users/bhumita/gosec-demo/docker-ce/components/engine/pkg/plugins/discovery.go,131,Potential file inclusion via variable,MEDIUM,HIGH,"130: func readPluginJSONInfo(name, path string) (*Plugin, error) {
131: 	f, err := os.Open(path)
132: 	if err != nil {
",CWE-22
/Users/bhumita/gosec-demo/docker-ce/components/engine/pkg/plugins/discovery.go,112,Potential file inclusion via variable,MEDIUM,HIGH,"111: func readPluginInfo(name, path string) (*Plugin, error) {
112: 	content, err := os.ReadFile(path)
113: 	if err != nil {
",CWE-22
/Users/bhumita/gosec-demo/docker-ce/components/engine/pkg/pidfile/pidfile.go,22,Potential file inclusion via variable,MEDIUM,HIGH,"21: func checkPIDFileAlreadyExists(path string) error {
22: 	if pidByte, err := os.ReadFile(path); err == nil {
23: 		pidString := strings.TrimSpace(string(pidByte))
",CWE-22
/Users/bhumita/gosec-demo/docker-ce/components/engine/pkg/ioutils/fswriters.go,138,Potential file inclusion via variable,MEDIUM,HIGH,"137: func (ws *AtomicWriteSet) FileWriter(name string, flag int, perm os.FileMode) (io.WriteCloser, error) {
138: 	f, err := os.OpenFile(filepath.Join(ws.root, name), flag, perm)
139: 	if err != nil {
",CWE-22
/Users/bhumita/gosec-demo/docker-ce/components/engine/pkg/idtools/idtools.go,206,Potential file inclusion via variable,MEDIUM,HIGH,"205: 
206: 	subidFile, err := os.Open(path)
207: 	if err != nil {
",CWE-22
/Users/bhumita/gosec-demo/docker-ce/components/engine/pkg/fileutils/fileutils.go,486,Potential file inclusion via variable,MEDIUM,HIGH,"485: 			}
486: 			f, err := os.OpenFile(path, os.O_CREATE, 0755)
487: 			if err != nil {
",CWE-22
/Users/bhumita/gosec-demo/docker-ce/components/engine/pkg/filenotify/poller.go,51,Potential file inclusion via variable,MEDIUM,HIGH,"50: 
51: 	f, err := os.Open(name)
52: 	if err != nil {
",CWE-22
/Users/bhumita/gosec-demo/docker-ce/components/engine/pkg/archive/diff.go,186,Potential file inclusion via variable,MEDIUM,HIGH,"185: 				}
186: 				tmpFile, err := os.Open(filepath.Join(aufsTempdir, linkBasename))
187: 				if err != nil {
",CWE-22
/Users/bhumita/gosec-demo/docker-ce/components/engine/pkg/archive/archive.go,1248,Potential file inclusion via variable,MEDIUM,HIGH,"1247: 
1248: 			srcF, err := os.Open(src)
1249: 			if err != nil {
",CWE-22
/Users/bhumita/gosec-demo/docker-ce/components/engine/pkg/archive/archive.go,1180,Potential file inclusion via variable,MEDIUM,HIGH,"1179: func (archiver *Archiver) UntarPath(src, dst string) error {
1180: 	archive, err := os.Open(src)
1181: 	if err != nil {
",CWE-22
/Users/bhumita/gosec-demo/docker-ce/components/engine/pkg/archive/archive.go,113,Potential file inclusion via variable,MEDIUM,HIGH,"112: func IsArchivePath(path string) bool {
113: 	file, err := os.Open(path)
114: 	if err != nil {
",CWE-22
/Users/bhumita/gosec-demo/docker-ce/components/engine/libnetwork/sandbox_dns_unix.go,444,Potential file inclusion via variable,MEDIUM,HIGH,"443: func copyFile(src, dst string) error {
444: 	sBytes, err := os.ReadFile(src)
445: 	if err != nil {
",CWE-22
/Users/bhumita/gosec-demo/docker-ce/components/engine/libnetwork/sandbox_dns_unix.go,435,Potential file inclusion via variable,MEDIUM,HIGH,"434: 
435: 	f, err = os.Create(path)
436: 	if err == nil {
",CWE-22
/Users/bhumita/gosec-demo/docker-ce/components/engine/libnetwork/sandbox_dns_unix.go,315,Potential file inclusion via variable,MEDIUM,HIGH,"314: 	} else {
315: 		h, err := os.ReadFile(hashFile)
316: 		if err != nil {
",CWE-22
/Users/bhumita/gosec-demo/docker-ce/components/engine/libnetwork/resolvconf/resolvconf.go,107,Potential file inclusion via variable,MEDIUM,HIGH,"106: func GetSpecific(path string) (*File, error) {
107: 	resolv, err := os.ReadFile(path)
108: 	if err != nil {
",CWE-22
/Users/bhumita/gosec-demo/docker-ce/components/engine/libnetwork/etchosts/etchosts.go,201,Potential file inclusion via variable,MEDIUM,HIGH,"200: 
201: 	old, err := os.ReadFile(path)
202: 	if err != nil {
",CWE-22
/Users/bhumita/gosec-demo/docker-ce/components/engine/libnetwork/etchosts/etchosts.go,158,Potential file inclusion via variable,MEDIUM,HIGH,"157: 	}
158: 	old, err := os.Open(path)
159: 	if err != nil {
",CWE-22
/Users/bhumita/gosec-demo/docker-ce/components/engine/libnetwork/etchosts/etchosts.go,130,Potential file inclusion via variable,MEDIUM,HIGH,"129: func mergeRecords(path string, recs []Record) ([]byte, error) {
130: 	f, err := os.Open(path)
131: 	if err != nil {
",CWE-22
/Users/bhumita/gosec-demo/docker-ce/components/engine/libnetwork/config/config.go,74,Potential file inclusion via variable,MEDIUM,HIGH,"73: 	}
74: 	data, err := os.ReadFile(tomlCfgFile)
75: 	if err != nil {
",CWE-22
/Users/bhumita/gosec-demo/docker-ce/components/engine/libcontainerd/supervisor/remote_daemon.go,150,Potential file inclusion via variable,MEDIUM,HIGH,"149: 	path := filepath.Join(r.stateDir, configFile)
150: 	f, err := os.OpenFile(path, os.O_CREATE|os.O_TRUNC|os.O_WRONLY, 0600)
151: 	if err != nil {
",CWE-22
/Users/bhumita/gosec-demo/docker-ce/components/engine/libcontainerd/supervisor/remote_daemon.go,120,Potential file inclusion via variable,MEDIUM,HIGH,"119: 	pidFile := filepath.Join(r.stateDir, pidFile)
120: 	f, err := os.OpenFile(pidFile, os.O_RDWR, 0600)
121: 	if err != nil {
",CWE-22
/Users/bhumita/gosec-demo/docker-ce/components/engine/layer/migration.go,145,Potential file inclusion via variable,MEDIUM,HIGH,"144: 	defer tsw.Close()
145: 	tdf, err := os.Open(tarDataFile)
146: 	if err != nil {
",CWE-22
/Users/bhumita/gosec-demo/docker-ce/components/engine/layer/migration.go,60,Potential file inclusion via variable,MEDIUM,HIGH,"59: 
60: 	f, err := os.Create(newTarDataPath)
61: 	if err != nil {
",CWE-22
/Users/bhumita/gosec-demo/docker-ce/components/engine/layer/migration.go,27,Potential file inclusion via variable,MEDIUM,HIGH,"26: 
27: 	tarDataFile, err := os.Open(oldTarDataPath)
28: 	if err != nil {
",CWE-22
/Users/bhumita/gosec-demo/docker-ce/components/engine/layer/filestore.go,413,Potential file inclusion via variable,MEDIUM,HIGH,"412: 		chainFile := filepath.Join(dir, ""cache-id"")
413: 		contentBytes, err := os.ReadFile(chainFile)
414: 		if err != nil {
",CWE-22
/Users/bhumita/gosec-demo/docker-ce/components/engine/layer/filestore.go,332,Potential file inclusion via variable,MEDIUM,HIGH,"331: 			chainFile := filepath.Join(fms.root, string(algorithm), fi.Name(), ""cache-id"")
332: 			contentBytes, err := os.ReadFile(chainFile)
333: 			if err != nil {
",CWE-22
/Users/bhumita/gosec-demo/docker-ce/components/engine/image/tarexport/save.go,261,Potential file inclusion via variable,MEDIUM,HIGH,"260: 	manifestFileName := filepath.Join(tempDir, manifestFileName)
261: 	f, err := os.OpenFile(manifestFileName, os.O_RDWR|os.O_CREATE|os.O_TRUNC, 0644)
262: 	if err != nil {
",CWE-22
/Users/bhumita/gosec-demo/docker-ce/components/engine/image/tarexport/save.go,243,Potential file inclusion via variable,MEDIUM,HIGH,"242: 		reposFile := filepath.Join(tempDir, legacyRepositoriesFileName)
243: 		rf, err := os.OpenFile(reposFile, os.O_RDWR|os.O_CREATE|os.O_TRUNC, 0644)
244: 		if err != nil {
",CWE-22
/Users/bhumita/gosec-demo/docker-ce/components/engine/image/tarexport/load.go,279,Potential file inclusion via variable,MEDIUM,HIGH,"278: 	}
279: 	imageJSON, err := os.ReadFile(configPath)
280: 	if err != nil {
",CWE-22
/Users/bhumita/gosec-demo/docker-ce/components/engine/image/tarexport/load.go,239,Potential file inclusion via variable,MEDIUM,HIGH,"238: 	}
239: 	repositoriesFile, err := os.Open(repositoriesPath)
240: 	if err != nil {
",CWE-22
/Users/bhumita/gosec-demo/docker-ce/components/engine/image/tarexport/load.go,76,Potential file inclusion via variable,MEDIUM,HIGH,"75: 		}
76: 		config, err := os.ReadFile(configPath)
77: 		if err != nil {
",CWE-22
/Users/bhumita/gosec-demo/docker-ce/components/engine/image/tarexport/load.go,49,Potential file inclusion via variable,MEDIUM,HIGH,"48: 	}
49: 	manifestFile, err := os.Open(manifestPath)
50: 	if err != nil {
",CWE-22
/Users/bhumita/gosec-demo/docker-ce/components/engine/image/fs.go,161,Potential file inclusion via variable,MEDIUM,HIGH,"160: 	}
161: 	bytes, err := os.ReadFile(filepath.Join(s.metadataDir(dgst), key))
162: 	if err != nil {
",CWE-22
/Users/bhumita/gosec-demo/docker-ce/components/engine/daemon/logger/splunk/splunk.go,187,Potential file inclusion via variable,MEDIUM,HIGH,"186: 	if caPath, ok := info.Config[splunkCAPathKey]; ok {
187: 		caCert, err := os.ReadFile(caPath)
188: 		if err != nil {
",CWE-22
/Users/bhumita/gosec-demo/docker-ce/components/engine/daemon/logger/loggerutils/file_unix.go,13,Potential file inclusion via variable,MEDIUM,HIGH,"12: func open(name string) (*os.File, error) {
13: 	return os.Open(name)
14: }
",CWE-22
/Users/bhumita/gosec-demo/docker-ce/components/engine/daemon/logger/loggerutils/file_unix.go,9,Potential file inclusion via variable,MEDIUM,HIGH,"8: func openFile(name string, flag int, perm os.FileMode) (*os.File, error) {
9: 	return os.OpenFile(name, flag, perm)
10: }
",CWE-22
/Users/bhumita/gosec-demo/docker-ce/components/engine/daemon/graphdriver/driver.go,306,Potential file inclusion via variable,MEDIUM,HIGH,"305: func isEmptyDir(name string) bool {
306: 	f, err := os.Open(name)
307: 	if err != nil {
",CWE-22
/Users/bhumita/gosec-demo/docker-ce/components/engine/daemon/graphdriver/devmapper/device_setup.go,141,Potential file inclusion via variable,MEDIUM,HIGH,"140: 	p := filepath.Join(root, ""setup-config.json"")
141: 	b, err := os.ReadFile(p)
142: 	if err != nil {
",CWE-22
/Users/bhumita/gosec-demo/docker-ce/components/engine/daemon/config/config.go,413,Potential file inclusion via variable,MEDIUM,HIGH,"412: func getConflictFreeConfiguration(configFile string, flags *pflag.FlagSet) (*Config, error) {
413: 	b, err := os.ReadFile(configFile)
414: 	if err != nil {
",CWE-22
/Users/bhumita/gosec-demo/docker-ce/components/engine/daemon/cluster/utils.go,12,Potential file inclusion via variable,MEDIUM,HIGH,"11: func loadPersistentState(root string) (*nodeStartConfig, error) {
12: 	dt, err := os.ReadFile(filepath.Join(root, stateFile))
13: 	if err != nil {
",CWE-22
/Users/bhumita/gosec-demo/docker-ce/components/engine/contrib/apparmor/main.go,45,Potential file inclusion via variable,MEDIUM,HIGH,"44: 
45: 	f, err := os.OpenFile(apparmorProfilePath, os.O_WRONLY|os.O_CREATE|os.O_TRUNC, 0644)
46: 	if err != nil {
",CWE-22
/Users/bhumita/gosec-demo/docker-ce/components/engine/container/container.go,217,Potential file inclusion via variable,MEDIUM,HIGH,"216: 
217: 	f, err := os.Open(pth)
218: 	if err != nil {
",CWE-22
/Users/bhumita/gosec-demo/docker-ce/components/engine/container/container.go,141,Potential file inclusion via variable,MEDIUM,HIGH,"140: 
141: 	jsonSource, err := os.Open(pth)
142: 	if err != nil {
",CWE-22
/Users/bhumita/gosec-demo/docker-ce/components/engine/builder/dockerfile/copy.go,411,Potential file inclusion via variable,MEDIUM,HIGH,"410: 	tmpFileName = filepath.Join(tmpDir, tmpFileName)
411: 	tmpFile, err := os.OpenFile(tmpFileName, os.O_RDWR|os.O_CREATE|os.O_EXCL, 0600)
412: 	if err != nil {
",CWE-22
/Users/bhumita/gosec-demo/docker-ce/components/cli/opts/file.go,25,Potential file inclusion via variable,MEDIUM,HIGH,"24: func parseKeyValueFile(filename string, emptyFn func(string) (string, bool)) ([]string, error) {
25: 	fh, err := os.Open(filename)
26: 	if err != nil {
",CWE-22
/Users/bhumita/gosec-demo/docker-ce/components/cli/man/generate.go,88,Potential file inclusion via variable,MEDIUM,HIGH,"87: 
88: 		content, err = ioutil.ReadFile(fullpath)
89: 		if err != nil {
",CWE-22
/Users/bhumita/gosec-demo/docker-ce/components/cli/man/generate.go,77,Potential file inclusion via variable,MEDIUM,HIGH,"76: 
77: 		content, err := ioutil.ReadFile(fullpath)
78: 		if err != nil {
",CWE-22
/Users/bhumita/gosec-demo/docker-ce/components/cli/docs/yaml/yaml.go,95,Potential file inclusion via variable,MEDIUM,HIGH,"94: 	filename := filepath.Join(dir, basename)
95: 	f, err := os.Create(filename)
96: 	if err != nil {
",CWE-22
