vulnerability_id,vulnerability_source_id,vulnerability_created_at,vulnerability_updated_at,vulnerability_service_address,vulnerability_service_transport,vulnerability_service_port,vulnerability_cpe23,vulnerability_vuln_id,vulnerability_category,vulnerability_name,vulnerability_description,vulnerability_solution,vulnerability_cve,vulnerability_cvss2_base_score,vulnerability_cvss2_temporal_score,vulnerability_cvss3_base_score,vulnerability_cvss3_temporal_score,vulnerability_severity,vulnerability_severity_score,vulnerability_risk,vulnerability_risk_score,vulnerability_published_at,vulnerability_first_detected_at,vulnerability_last_detected_at,asset_id,organization,site,detected_by,type,os,os_version,hw,address,addresses_scope,addresses_extra,newest_mac,newest_mac_vendor,newest_mac_age,macs,mac_vendors,names,tags,domains,service_count,service_count_tcp,service_count_udp,service_count_arp,service_count_icmp,lowest_ttl,lowest_rtt,services,alive,first_seen_unix,first_seen_iso,last_updated_unix,last_updated_iso,last_seen_unix,last_seen_iso,comments,service_ports_tcp,service_ports_udp,service_protocols,service_products,last_agent_name,last_task_id
40cd3705-3e3c-440e-b468-ec73b96d001b,14,2023-01-23T04:46:33.000Z,2023-01-23T04:46:33.000Z,192.168.1.38,,0,,45382,Information Gathered,Installed Locale settings on Host,The locale settings installed on the host is identified as in the results section.,,,0,0,0,0,Info,0,None,0,2019-05-30T10:40:51.000Z,2022-05-24T19:41:41.000Z,2023-01-13T08:47:28.000Z,4522eeb3-45d7-47b6-8cad-93b7a24dc5d2,ArmorCode,Demotestfire,Qualys,Laptop,Apple macOS,,Apple MacBook Pro,192.168.1.38,192.168.1.38,,,,,,,MACBOOKPRO-F764 LINISHS-MACBOOK-PRO LINISHS-MACBOOK-PRO.LOCAL,,,0,0,0,0,0,0,0,,false,1673600009,2023-01-13T08:53:29.000Z,1674449193,2023-01-23T04:46:33.000Z,1673600009,2023-01-13T08:53:29.000Z,,,,,,,80636466-d894-4dc6-90f0-a5528d6f8e7c
f3433829-d31f-4261-8ace-a53f4a65aafd,14,2023-01-23T04:46:33.000Z,2023-01-23T04:46:33.000Z,192.168.1.38,,0,,45335,Information Gathered,Logstash Running Status,Logstash is detected on the system.,,,0,0,0,0,Info,0,None,0,2018-08-27T10:29:21.000Z,2022-05-24T19:41:41.000Z,2023-01-13T08:47:28.000Z,4522eeb3-45d7-47b6-8cad-93b7a24dc5d2,ArmorCode,Demotestfire,Qualys,Laptop,Apple macOS,,Apple MacBook Pro,192.168.1.38,192.168.1.38,,,,,,,MACBOOKPRO-F764 LINISHS-MACBOOK-PRO LINISHS-MACBOOK-PRO.LOCAL,,,0,0,0,0,0,0,0,,false,1673600009,2023-01-13T08:53:29.000Z,1674449193,2023-01-23T04:46:33.000Z,1673600009,2023-01-13T08:53:29.000Z,,,,,,,80636466-d894-4dc6-90f0-a5528d6f8e7c
69187cf6-0c1e-4820-b05d-c662715230a9,14,2023-01-23T04:46:33.000Z,2023-01-23T04:46:33.000Z,192.168.1.38,,0,,45361,Information Gathered,Linux/Unix Hostname Information,QID will collect the hostname from LINUX/UNIX Machines.,,,0,0,0,0,Info,0,None,0,2019-02-19T10:22:02.000Z,2022-05-24T19:41:41.000Z,2023-01-13T08:47:28.000Z,4522eeb3-45d7-47b6-8cad-93b7a24dc5d2,ArmorCode,Demotestfire,Qualys,Laptop,Apple macOS,,Apple MacBook Pro,192.168.1.38,192.168.1.38,,,,,,,MACBOOKPRO-F764 LINISHS-MACBOOK-PRO LINISHS-MACBOOK-PRO.LOCAL,,,0,0,0,0,0,0,0,,false,1673600009,2023-01-13T08:53:29.000Z,1674449193,2023-01-23T04:46:33.000Z,1673600009,2023-01-13T08:53:29.000Z,,,,,,,80636466-d894-4dc6-90f0-a5528d6f8e7c
b5124dbc-3c35-4eee-a620-4e1791537b04,14,2023-01-23T04:46:33.000Z,2023-01-23T04:46:33.000Z,192.168.1.38,,0,,45531,Information Gathered,Host Scan Time - CloudAgent,The Host Scan Time is the period of time it takes the Qualys Cloud Agent to collect metadata from the host of the most recent assessment.,,,0,0,0,0,Info,0,None,0,2022-05-09T14:25:16.000Z,2022-05-24T19:41:41.000Z,2023-01-13T08:47:28.000Z,4522eeb3-45d7-47b6-8cad-93b7a24dc5d2,ArmorCode,Demotestfire,Qualys,Laptop,Apple macOS,,Apple MacBook Pro,192.168.1.38,192.168.1.38,,,,,,,MACBOOKPRO-F764 LINISHS-MACBOOK-PRO LINISHS-MACBOOK-PRO.LOCAL,,,0,0,0,0,0,0,0,,false,1673600009,2023-01-13T08:53:29.000Z,1674449193,2023-01-23T04:46:33.000Z,1673600009,2023-01-13T08:53:29.000Z,,,,,,,80636466-d894-4dc6-90f0-a5528d6f8e7c
d21e6902-4ac4-413b-95d8-be601ad005aa,14,2023-01-23T04:46:33.000Z,2023-01-23T04:46:33.000Z,192.168.1.38,,0,,105130,Information Gathered,Unix Group List,Users can get elevated privileges if they are added to Unix groups.,Check to be sure that the information provided adheres to your security policy.,,0,0,0,0,Medium,0,Medium,0,2005-03-07T08:00:00.000Z,2022-05-24T19:41:41.000Z,2023-01-13T08:47:28.000Z,4522eeb3-45d7-47b6-8cad-93b7a24dc5d2,ArmorCode,Demotestfire,Qualys,Laptop,Apple macOS,,Apple MacBook Pro,192.168.1.38,192.168.1.38,,,,,,,MACBOOKPRO-F764 LINISHS-MACBOOK-PRO LINISHS-MACBOOK-PRO.LOCAL,,,0,0,0,0,0,0,0,,false,1673600009,2023-01-13T08:53:29.000Z,1674449193,2023-01-23T04:46:33.000Z,1673600009,2023-01-13T08:53:29.000Z,,,,,,,80636466-d894-4dc6-90f0-a5528d6f8e7c
239274a4-4f1a-4b6f-969a-a1ef56b17afe,14,2023-01-23T04:46:33.000Z,2023-01-23T04:46:33.000Z,192.168.1.38,,0,,45185,Information Gathered,Ruby Installed on Host,Ruby is a programming language.,,,0,0,0,0,Info,0,None,0,2013-01-16T21:50:47.000Z,2022-05-24T19:41:41.000Z,2023-01-13T08:47:28.000Z,4522eeb3-45d7-47b6-8cad-93b7a24dc5d2,ArmorCode,Demotestfire,Qualys,Laptop,Apple macOS,,Apple MacBook Pro,192.168.1.38,192.168.1.38,,,,,,,MACBOOKPRO-F764 LINISHS-MACBOOK-PRO LINISHS-MACBOOK-PRO.LOCAL,,,0,0,0,0,0,0,0,,false,1673600009,2023-01-13T08:53:29.000Z,1674449193,2023-01-23T04:46:33.000Z,1673600009,2023-01-13T08:53:29.000Z,,,,,,,80636466-d894-4dc6-90f0-a5528d6f8e7c
4792b87f-6bdc-49ef-b468-5c94b7065fcd,14,2023-01-23T04:46:33.000Z,2023-01-23T04:46:33.000Z,192.168.1.38,,0,,115046,Information Gathered,Disk Usage Information,The result section shows the amount of free space left on currently mounted drives.,,,0,0,0,0,Info,0,None,0,2004-12-17T00:28:04.000Z,2022-05-24T19:41:41.000Z,2023-01-13T08:47:28.000Z,4522eeb3-45d7-47b6-8cad-93b7a24dc5d2,ArmorCode,Demotestfire,Qualys,Laptop,Apple macOS,,Apple MacBook Pro,192.168.1.38,192.168.1.38,,,,,,,MACBOOKPRO-F764 LINISHS-MACBOOK-PRO LINISHS-MACBOOK-PRO.LOCAL,,,0,0,0,0,0,0,0,,false,1673600009,2023-01-13T08:53:29.000Z,1674449193,2023-01-23T04:46:33.000Z,1673600009,2023-01-13T08:53:29.000Z,,,,,,,80636466-d894-4dc6-90f0-a5528d6f8e7c
baf0638e-f0a0-4cba-ac7b-0ce80600ac14,14,2023-01-23T04:46:33.000Z,2023-01-23T04:46:33.000Z,192.168.1.38,,0,,45108,Information Gathered,Mozilla Firefox Web Browser Detected,Mozilla Firefox is a free and open source web browser descended from the Mozilla Application Suite and managed by Mozilla Corporation.,,,0,0,0,0,Info,0,None,0,2010-02-22T19:23:17.000Z,2022-05-24T19:41:41.000Z,2023-01-13T08:47:28.000Z,4522eeb3-45d7-47b6-8cad-93b7a24dc5d2,ArmorCode,Demotestfire,Qualys,Laptop,Apple macOS,,Apple MacBook Pro,192.168.1.38,192.168.1.38,,,,,,,MACBOOKPRO-F764 LINISHS-MACBOOK-PRO LINISHS-MACBOOK-PRO.LOCAL,,,0,0,0,0,0,0,0,,false,1673600009,2023-01-13T08:53:29.000Z,1674449193,2023-01-23T04:46:33.000Z,1673600009,2023-01-13T08:53:29.000Z,,,,,,,80636466-d894-4dc6-90f0-a5528d6f8e7c
28876ec3-60eb-4078-b26c-ae93aa4f6c47,14,2023-01-23T04:46:33.000Z,2023-01-23T04:46:33.000Z,192.168.1.38,,0,,105085,Information Gathered,Unix User List,"Make sure that the user list adheres to your security policy, so it's not possible for unauthorized users to launch attacks from the host.",Remove or modify users to comply with your security policy.,,0,0,0,0,Info,0,None,0,2005-01-12T08:00:00.000Z,2022-05-24T19:41:41.000Z,2023-01-13T08:47:28.000Z,4522eeb3-45d7-47b6-8cad-93b7a24dc5d2,ArmorCode,Demotestfire,Qualys,Laptop,Apple macOS,,Apple MacBook Pro,192.168.1.38,192.168.1.38,,,,,,,MACBOOKPRO-F764 LINISHS-MACBOOK-PRO LINISHS-MACBOOK-PRO.LOCAL,,,0,0,0,0,0,0,0,,false,1673600009,2023-01-13T08:53:29.000Z,1674449193,2023-01-23T04:46:33.000Z,1673600009,2023-01-13T08:53:29.000Z,,,,,,,80636466-d894-4dc6-90f0-a5528d6f8e7c
aa402797-72dc-4ff9-9ee0-47746727f259,14,2023-01-23T04:46:33.000Z,2023-01-23T04:46:33.000Z,192.168.1.38,,0,,45501,Information Gathered,System Architecture Information for Windows and Unix Platform Detected,"This QID checks the OS Architecture for Windows, Linux and MacOS",,,0,0,0,0,Info,0,None,0,2021-08-05T13:23:06.000Z,2022-05-24T19:41:41.000Z,2023-01-13T08:47:28.000Z,4522eeb3-45d7-47b6-8cad-93b7a24dc5d2,ArmorCode,Demotestfire,Qualys,Laptop,Apple macOS,,Apple MacBook Pro,192.168.1.38,192.168.1.38,,,,,,,MACBOOKPRO-F764 LINISHS-MACBOOK-PRO LINISHS-MACBOOK-PRO.LOCAL,,,0,0,0,0,0,0,0,,false,1673600009,2023-01-13T08:53:29.000Z,1674449193,2023-01-23T04:46:33.000Z,1673600009,2023-01-13T08:53:29.000Z,,,,,,,80636466-d894-4dc6-90f0-a5528d6f8e7c
5f630a01-e74b-4537-bf3c-359631cbe49e,14,2023-01-23T04:46:33.000Z,2023-01-23T04:46:33.000Z,192.168.1.38,,0,,105139,Information Gathered,Unix Users With root UserID,"Root privileges on a UNIX host permits a user complete control of the host's operating system, configuration, and services. Restricted use of this privilege is advised. Check to be sure the results adhere to your security policy.",Remove users that should not have root UserID according to your security policy.,,0,0,0,0,Low,0,Low,0,2005-03-10T08:00:00.000Z,2022-05-24T19:41:41.000Z,2023-01-13T08:47:28.000Z,4522eeb3-45d7-47b6-8cad-93b7a24dc5d2,ArmorCode,Demotestfire,Qualys,Laptop,Apple macOS,,Apple MacBook Pro,192.168.1.38,192.168.1.38,,,,,,,MACBOOKPRO-F764 LINISHS-MACBOOK-PRO LINISHS-MACBOOK-PRO.LOCAL,,,0,0,0,0,0,0,0,,false,1673600009,2023-01-13T08:53:29.000Z,1674449193,2023-01-23T04:46:33.000Z,1673600009,2023-01-13T08:53:29.000Z,,,,,,,80636466-d894-4dc6-90f0-a5528d6f8e7c
511b0398-396a-4449-9b28-873f776e52a0,14,2023-01-23T04:46:33.000Z,2023-01-23T04:46:33.000Z,192.168.1.38,,0,,45105,Information Gathered,Google Chrome Web Browser Detected,n/a,n/a,,0,0,0,0,Info,0,None,0,2009-07-15T20:43:14.000Z,2022-05-24T19:41:41.000Z,2023-01-13T08:47:28.000Z,4522eeb3-45d7-47b6-8cad-93b7a24dc5d2,ArmorCode,Demotestfire,Qualys,Laptop,Apple macOS,,Apple MacBook Pro,192.168.1.38,192.168.1.38,,,,,,,MACBOOKPRO-F764 LINISHS-MACBOOK-PRO LINISHS-MACBOOK-PRO.LOCAL,,,0,0,0,0,0,0,0,,false,1673600009,2023-01-13T08:53:29.000Z,1674449193,2023-01-23T04:46:33.000Z,1673600009,2023-01-13T08:53:29.000Z,,,,,,,80636466-d894-4dc6-90f0-a5528d6f8e7c
67f6c07f-34f7-4548-b6f8-b107d77bb4a2,14,2023-01-23T04:46:33.000Z,2023-01-23T04:46:33.000Z,192.168.1.38,,0,,45141,Information Gathered,Installed Packages on Unix and Linux Operating Systems,This QID lists installed rpm packages or operating system vendor specific packages on the target Unix/Linux system.,,,0,0,0,0,Info,0,None,0,2012-01-18T19:29:32.000Z,2022-05-24T19:41:41.000Z,2023-01-13T08:47:28.000Z,4522eeb3-45d7-47b6-8cad-93b7a24dc5d2,ArmorCode,Demotestfire,Qualys,Laptop,Apple macOS,,Apple MacBook Pro,192.168.1.38,192.168.1.38,,,,,,,MACBOOKPRO-F764 LINISHS-MACBOOK-PRO LINISHS-MACBOOK-PRO.LOCAL,,,0,0,0,0,0,0,0,,false,1673600009,2023-01-13T08:53:29.000Z,1674449193,2023-01-23T04:46:33.000Z,1673600009,2023-01-13T08:53:29.000Z,,,,,,,80636466-d894-4dc6-90f0-a5528d6f8e7c
c943b11c-579a-4401-9f32-f0d6f4f87e9c,14,2023-01-23T04:46:33.000Z,2023-01-23T04:46:33.000Z,192.168.1.38,,0,,105213,Information Gathered,List of Valid Shells," /etc/shells is a text file which contains the full pathnames of valid login shells. This detection gets the contents of /etc/shells file. More information can be found by ""man shells"" or ""man getusershell"".",,,0,0,0,0,Low,0,Low,0,2005-07-19T07:00:00.000Z,2022-05-24T19:41:41.000Z,2023-01-13T08:47:28.000Z,4522eeb3-45d7-47b6-8cad-93b7a24dc5d2,ArmorCode,Demotestfire,Qualys,Laptop,Apple macOS,,Apple MacBook Pro,192.168.1.38,192.168.1.38,,,,,,,MACBOOKPRO-F764 LINISHS-MACBOOK-PRO LINISHS-MACBOOK-PRO.LOCAL,,,0,0,0,0,0,0,0,,false,1673600009,2023-01-13T08:53:29.000Z,1674449193,2023-01-23T04:46:33.000Z,1673600009,2023-01-13T08:53:29.000Z,,,,,,,80636466-d894-4dc6-90f0-a5528d6f8e7c
55087a4c-fe1a-4e14-9b97-621517965b84,14,2023-01-23T04:46:33.000Z,2023-01-23T04:46:33.000Z,192.168.1.38,,0,,125004,Information Gathered,Host File Information,The /etc/hosts file can be tampered with in such a way that a hostname is translated into a malicious IP.,Make sure that the configuration reported adheres to your security policy.,,0,0,0,0,Info,0,None,0,2005-08-08T07:00:00.000Z,2022-05-24T19:41:41.000Z,2023-01-13T08:47:28.000Z,4522eeb3-45d7-47b6-8cad-93b7a24dc5d2,ArmorCode,Demotestfire,Qualys,Laptop,Apple macOS,,Apple MacBook Pro,192.168.1.38,192.168.1.38,,,,,,,MACBOOKPRO-F764 LINISHS-MACBOOK-PRO LINISHS-MACBOOK-PRO.LOCAL,,,0,0,0,0,0,0,0,,false,1673600009,2023-01-13T08:53:29.000Z,1674449193,2023-01-23T04:46:33.000Z,1673600009,2023-01-13T08:53:29.000Z,,,,,,,80636466-d894-4dc6-90f0-a5528d6f8e7c
a5bf7f6b-452d-45a8-8585-f58d86b14e08,14,2023-01-23T04:46:33.000Z,2023-01-23T04:46:33.000Z,192.168.1.38,,0,,376535,Vulnerability,Microsoft Visual Studio Code Security Update for April 2022,Visual Studio Code is prone to Elevation of Privilege Vulnerability.,"Patch available, see vulnerability attributes for details.",CVE-2022-26921,0,0,0,0,Medium,0,Medium,0,2022-04-13T05:18:16.000Z,2022-05-24T19:41:41.000Z,2023-01-13T08:47:28.000Z,4522eeb3-45d7-47b6-8cad-93b7a24dc5d2,ArmorCode,Demotestfire,Qualys,Laptop,Apple macOS,,Apple MacBook Pro,192.168.1.38,192.168.1.38,,,,,,,MACBOOKPRO-F764 LINISHS-MACBOOK-PRO LINISHS-MACBOOK-PRO.LOCAL,,,0,0,0,0,0,0,0,,false,1673600009,2023-01-13T08:53:29.000Z,1674449193,2023-01-23T04:46:33.000Z,1673600009,2023-01-13T08:53:29.000Z,,,,,,,80636466-d894-4dc6-90f0-a5528d6f8e7c
b670440a-863a-458d-9dca-5ae5cc7f37a8,14,2023-01-23T04:46:33.000Z,2023-01-23T04:46:33.000Z,192.168.1.38,,0,,45017,Information Gathered,Operating System Detected,Not applicable.,Not applicable.,,0,0,0,0,Low,0,Low,0,2003-01-16T19:04:38.000Z,2022-05-24T19:41:41.000Z,2023-01-13T08:47:28.000Z,4522eeb3-45d7-47b6-8cad-93b7a24dc5d2,ArmorCode,Demotestfire,Qualys,Laptop,Apple macOS,,Apple MacBook Pro,192.168.1.38,192.168.1.38,,,,,,,MACBOOKPRO-F764 LINISHS-MACBOOK-PRO LINISHS-MACBOOK-PRO.LOCAL,,,0,0,0,0,0,0,0,,false,1673600009,2023-01-13T08:53:29.000Z,1674449193,2023-01-23T04:46:33.000Z,1673600009,2023-01-13T08:53:29.000Z,,,,,,,80636466-d894-4dc6-90f0-a5528d6f8e7c
