Incident Type,Status,Severity,Category,Violation ID,Title,Benchmarks,Custom Policy,Reachability,Reachability Details,Encryption,Encryption Details,Traced,First Detection Date,Resource,Source ID,Details
Insight,OPEN,LOW,IAM,BC_AWS_IAM_34,Ensure roles unused in the last 90 days are removed,Best practices,No,,,,,,2022-04-13,arn:aws:iam::034025401910:role/rds-monitoring-role,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_34&status=OPEN
Insight,OPEN,LOW,IAM,BC_AWS_IAM_34,Ensure roles unused in the last 90 days are removed,Best practices,No,,,,,,2022-04-13,arn:aws:iam::034025401910:role/qa-flow-logs,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_34&status=OPEN
Insight,OPEN,LOW,IAM,BC_AWS_IAM_34,Ensure roles unused in the last 90 days are removed,Best practices,No,,,,,,2022-04-13,arn:aws:iam::034025401910:role/qa-nginx-server,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_34&status=OPEN
Insight,OPEN,LOW,IAM,BC_AWS_IAM_34,Ensure roles unused in the last 90 days are removed,Best practices,No,,,,,,2022-04-13,arn:aws:iam::034025401910:role/qa-tools-scheduler,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_34&status=OPEN
Insight,OPEN,LOW,IAM,BC_AWS_IAM_34,Ensure roles unused in the last 90 days are removed,Best practices,No,,,,,,2022-04-13,arn:aws:iam::034025401910:role/prometheus,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_34&status=OPEN
Insight,OPEN,LOW,IAM,BC_AWS_IAM_34,Ensure roles unused in the last 90 days are removed,Best practices,No,,,,,,2022-04-13,arn:aws:iam::034025401910:role/qa-backend-parser,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_34&status=OPEN
Insight,OPEN,LOW,IAM,BC_AWS_IAM_34,Ensure roles unused in the last 90 days are removed,Best practices,No,,,,,,2022-04-13,arn:aws:iam::034025401910:role/service-role/lambda_role1,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_34&status=OPEN
Insight,OPEN,LOW,IAM,BC_AWS_IAM_34,Ensure roles unused in the last 90 days are removed,Best practices,No,,,,,,2022-04-13,arn:aws:iam::034025401910:role/GrafanaAccessRole,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_34&status=OPEN
Insight,OPEN,LOW,IAM,BC_AWS_IAM_34,Ensure roles unused in the last 90 days are removed,Best practices,No,,,,,,2022-04-13,arn:aws:iam::034025401910:role/lambda_efs,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_34&status=OPEN
Insight,OPEN,LOW,IAM,BC_AWS_IAM_34,Ensure roles unused in the last 90 days are removed,Best practices,No,,,,,,2022-04-13,arn:aws:iam::034025401910:role/gs-api-gateway-logging,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_34&status=OPEN
Insight,OPEN,LOW,IAM,BC_AWS_IAM_34,Ensure roles unused in the last 90 days are removed,Best practices,No,,,,,,2022-04-13,arn:aws:iam::034025401910:role/gs-apigateway-s3-role,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_34&status=OPEN
Insight,OPEN,LOW,IAM,BC_AWS_IAM_34,Ensure roles unused in the last 90 days are removed,Best practices,No,,,,,,2022-04-13,arn:aws:iam::034025401910:role/elasticsearch-snapshot-copy,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_34&status=OPEN
Insight,OPEN,LOW,IAM,BC_AWS_IAM_34,Ensure roles unused in the last 90 days are removed,Best practices,No,,,,,,2022-04-13,arn:aws:iam::034025401910:role/grafana_server,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_34&status=OPEN
Insight,OPEN,LOW,IAM,BC_AWS_IAM_34,Ensure roles unused in the last 90 days are removed,Best practices,No,,,,,,2022-04-13,arn:aws:iam::034025401910:role/dms-vpc-role,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_34&status=OPEN
Insight,OPEN,LOW,IAM,BC_AWS_IAM_34,Ensure roles unused in the last 90 days are removed,Best practices,No,,,,,,2022-04-13,arn:aws:iam::034025401910:role/service-role/DunamoDb_test_lamda-role-9k2gs9ej,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_34&status=OPEN
Insight,OPEN,LOW,IAM,BC_AWS_IAM_34,Ensure roles unused in the last 90 days are removed,Best practices,No,,,,,,2022-04-13,arn:aws:iam::034025401910:role/DynamoDB,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_34&status=OPEN
Insight,OPEN,LOW,IAM,BC_AWS_IAM_34,Ensure roles unused in the last 90 days are removed,Best practices,No,,,,,,2022-04-13,arn:aws:iam::034025401910:role/easticsearch_snapshot_copy_2,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_34&status=OPEN
Insight,OPEN,LOW,IAM,BC_AWS_IAM_34,Ensure roles unused in the last 90 days are removed,Best practices,No,,,,,,2022-04-13,arn:aws:iam::034025401910:role/ec2-s3,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_34&status=OPEN
Insight,OPEN,LOW,IAM,BC_AWS_IAM_34,Ensure roles unused in the last 90 days are removed,Best practices,No,,,,,,2022-04-13,arn:aws:iam::034025401910:role/ec2-rds-access,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_34&status=OPEN
Insight,OPEN,LOW,IAM,BC_AWS_IAM_34,Ensure roles unused in the last 90 days are removed,Best practices,No,,,,,,2022-04-13,arn:aws:iam::034025401910:role/EC2InstanceProfileForImageBuilder,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_34&status=OPEN
Insight,OPEN,LOW,IAM,BC_AWS_IAM_34,Ensure roles unused in the last 90 days are removed,Best practices,No,,,,,,2022-04-13,arn:aws:iam::034025401910:role/ec2-secret,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_34&status=OPEN
Insight,OPEN,LOW,IAM,BC_AWS_IAM_34,Ensure roles unused in the last 90 days are removed,Best practices,No,,,,,,2022-04-13,arn:aws:iam::034025401910:role/dev-tools-scheduler,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_34&status=OPEN
Insight,OPEN,LOW,IAM,BC_AWS_IAM_34,Ensure roles unused in the last 90 days are removed,Best practices,No,,,,,,2022-04-13,arn:aws:iam::034025401910:role/service-role/copy-qa-cognito-role,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_34&status=OPEN
Insight,OPEN,LOW,IAM,BC_AWS_IAM_34,Ensure roles unused in the last 90 days are removed,Best practices,No,,,,,,2022-04-13,arn:aws:iam::034025401910:role/dev-nginx-server,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_34&status=OPEN
Insight,OPEN,LOW,IAM,BC_AWS_IAM_34,Ensure roles unused in the last 90 days are removed,Best practices,No,,,,,,2022-04-13,arn:aws:iam::034025401910:role/dev-flow-logs,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_34&status=OPEN
Insight,OPEN,LOW,IAM,BC_AWS_IAM_34,Ensure roles unused in the last 90 days are removed,Best practices,No,,,,,,2022-04-13,arn:aws:iam::034025401910:role/Cognito_Kibana_identityUnauth_Role,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_34&status=OPEN
Insight,OPEN,LOW,IAM,BC_AWS_IAM_34,Ensure roles unused in the last 90 days are removed,Best practices,No,,,,,,2022-04-13,arn:aws:iam::034025401910:role/Dev-Reports,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_34&status=OPEN
Insight,OPEN,LOW,IAM,BC_AWS_IAM_34,Ensure roles unused in the last 90 days are removed,Best practices,No,,,,,,2022-04-13,arn:aws:iam::034025401910:role/Cognito_ESAccessAuth_Role,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_34&status=OPEN
Insight,OPEN,LOW,IAM,BC_AWS_IAM_34,Ensure roles unused in the last 90 days are removed,Best practices,No,,,,,,2022-04-13,arn:aws:iam::034025401910:role/Cognito_Kibana_identityAuth_Role,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_34&status=OPEN
Insight,OPEN,LOW,IAM,BC_AWS_IAM_34,Ensure roles unused in the last 90 days are removed,Best practices,No,,,,,,2022-04-13,arn:aws:iam::034025401910:role/central-cognito-auth-role,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_34&status=OPEN
Insight,OPEN,LOW,IAM,BC_AWS_IAM_34,Ensure roles unused in the last 90 days are removed,Best practices,No,,,,,,2022-04-13,arn:aws:iam::034025401910:role/service-role/CognitoAccessForAmazonES,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_34&status=OPEN
Insight,OPEN,LOW,IAM,BC_AWS_IAM_34,Ensure roles unused in the last 90 days are removed,Best practices,No,,,,,,2022-04-13,arn:aws:iam::034025401910:role/aws-service-role/sso.amazonaws.com/AWSServiceRoleForSSO,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_34&status=OPEN
Insight,OPEN,LOW,IAM,BC_AWS_IAM_34,Ensure roles unused in the last 90 days are removed,Best practices,No,,,,,,2022-04-13,arn:aws:iam::034025401910:role/Cognito_central_identity_poolUnauth_Role,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_34&status=OPEN
Insight,OPEN,LOW,IAM,BC_AWS_IAM_34,Ensure roles unused in the last 90 days are removed,Best practices,No,,,,,,2022-04-13,arn:aws:iam::034025401910:role/aws-service-role/schemas.amazonaws.com/AWSServiceRoleForSchemas,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_34&status=OPEN
Insight,OPEN,LOW,IAM,BC_AWS_IAM_34,Ensure roles unused in the last 90 days are removed,Best practices,No,,,,,,2022-04-13,arn:aws:iam::034025401910:role/aws-service-role/support.amazonaws.com/AWSServiceRoleForSupport,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_34&status=OPEN
Insight,OPEN,LOW,IAM,BC_AWS_IAM_34,Ensure roles unused in the last 90 days are removed,Best practices,No,,,,,,2022-04-13,arn:aws:iam::034025401910:role/aws-service-role/trustedadvisor.amazonaws.com/AWSServiceRoleForTrustedAdvisor,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_34&status=OPEN
Insight,OPEN,LOW,IAM,BC_AWS_IAM_34,Ensure roles unused in the last 90 days are removed,Best practices,No,,,,,,2022-04-13,arn:aws:iam::034025401910:role/Cognito_ESAccessUnauth_Role,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_34&status=OPEN
Insight,OPEN,LOW,IAM,BC_AWS_IAM_34,Ensure roles unused in the last 90 days are removed,Best practices,No,,,,,,2022-04-13,arn:aws:iam::034025401910:role/aws-service-role/transitgateway.amazonaws.com/AWSServiceRoleForVPCTransitGateway,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_34&status=OPEN
Insight,OPEN,LOW,IAM,BC_AWS_IAM_34,Ensure roles unused in the last 90 days are removed,Best practices,No,,,,,,2022-04-13,arn:aws:iam::034025401910:role/aws-service-role/imagebuilder.amazonaws.com/AWSServiceRoleForImageBuilder,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_34&status=OPEN
Insight,OPEN,LOW,IAM,BC_AWS_IAM_34,Ensure roles unused in the last 90 days are removed,Best practices,No,,,,,,2022-04-13,arn:aws:iam::034025401910:role/aws-service-role/logger.cloudfront.amazonaws.com/AWSServiceRoleForCloudFrontLogger,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_34&status=OPEN
Insight,OPEN,LOW,IAM,BC_AWS_IAM_34,Ensure roles unused in the last 90 days are removed,Best practices,No,,,,,,2022-04-13,arn:aws:iam::034025401910:role/aws-service-role/clientvpn-connections.amazonaws.com/AWSServiceRoleForClientVPNConnections,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_34&status=OPEN
Insight,OPEN,LOW,IAM,BC_AWS_IAM_34,Ensure roles unused in the last 90 days are removed,Best practices,No,,,,,,2022-04-13,arn:aws:iam::034025401910:role/aws-service-role/globalaccelerator.amazonaws.com/AWSServiceRoleForGlobalAccelerator,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_34&status=OPEN
Insight,OPEN,LOW,IAM,BC_AWS_IAM_34,Ensure roles unused in the last 90 days are removed,Best practices,No,,,,,,2022-04-13,arn:aws:iam::034025401910:role/aws-service-role/organizations.amazonaws.com/AWSServiceRoleForOrganizations,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_34&status=OPEN
Insight,OPEN,LOW,IAM,BC_AWS_IAM_34,Ensure roles unused in the last 90 days are removed,Best practices,No,,,,,,2022-04-13,arn:aws:iam::034025401910:role/aws-service-role/migrationhub.amazonaws.com/AWSServiceRoleForMigrationHub,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_34&status=OPEN
Insight,OPEN,LOW,IAM,BC_AWS_IAM_34,Ensure roles unused in the last 90 days are removed,Best practices,No,,,,,,2022-04-13,arn:aws:iam::034025401910:role/aws-service-role/kafka.amazonaws.com/AWSServiceRoleForKafka,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_34&status=OPEN
Insight,OPEN,LOW,IAM,BC_AWS_IAM_34,Ensure roles unused in the last 90 days are removed,Best practices,No,,,,,,2022-04-13,arn:aws:iam::034025401910:role/aws-service-role/elasticache.amazonaws.com/AWSServiceRoleForElastiCache,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_34&status=OPEN
Insight,OPEN,LOW,IAM,BC_AWS_IAM_34,Ensure roles unused in the last 90 days are removed,Best practices,No,,,,,,2022-04-13,arn:aws:iam::034025401910:role/aws-service-role/license-manager.amazonaws.com/AWSServiceRoleForAWSLicenseManagerRole,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_34&status=OPEN
Insight,OPEN,LOW,IAM,BC_AWS_IAM_34,Ensure roles unused in the last 90 days are removed,Best practices,No,,,,,,2022-04-13,arn:aws:iam::034025401910:role/aws-service-role/es.amazonaws.com/AWSServiceRoleForAmazonElasticsearchService,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_34&status=OPEN
Insight,OPEN,LOW,IAM,BC_AWS_IAM_34,Ensure roles unused in the last 90 days are removed,Best practices,No,,,,,,2022-04-13,arn:aws:iam::034025401910:role/aws-service-role/opensearchservice.amazonaws.com/AWSServiceRoleForAmazonOpenSearchService,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_34&status=OPEN
Insight,OPEN,LOW,IAM,BC_AWS_IAM_34,Ensure roles unused in the last 90 days are removed,Best practices,No,,,,,,2022-04-13,arn:aws:iam::034025401910:role/aws-service-role/ops.apigateway.amazonaws.com/AWSServiceRoleForAPIGateway,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_34&status=OPEN
Insight,OPEN,LOW,IAM,BC_AWS_IAM_34,Ensure roles unused in the last 90 days are removed,Best practices,No,,,,,,2022-04-13,arn:aws:iam::034025401910:role/assume-discovery-role,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_34&status=OPEN
Insight,OPEN,LOW,IAM,BC_AWS_IAM_34,Ensure roles unused in the last 90 days are removed,Best practices,No,,,,,,2022-04-13,arn:aws:iam::034025401910:role/service-role/AWSGlueServiceRole-qa-elasticsearch-log-glue-role,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_34&status=OPEN
Insight,OPEN,LOW,IAM,BC_AWS_IAM_34,Ensure roles unused in the last 90 days are removed,Best practices,No,,,,,,2022-04-13,arn:aws:iam::034025401910:role/AWS-QuickSetup-StackSet-Local-AdministrationRole,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_34&status=OPEN
Insight,OPEN,LOW,IAM,BC_AWS_IAM_34,Ensure roles unused in the last 90 days are removed,Best practices,No,,,,,,2022-04-13,arn:aws:iam::034025401910:role/aws-elasticbeanstalk-ec2-role,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_34&status=OPEN
Insight,OPEN,LOW,IAM,BC_AWS_IAM_34,Ensure roles unused in the last 90 days are removed,Best practices,No,,,,,,2022-04-13,arn:aws:iam::034025401910:role/AuroraRDSLambdaRole,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_34&status=OPEN
Insight,OPEN,LOW,IAM,BC_AWS_IAM_34,Ensure roles unused in the last 90 days are removed,Best practices,No,,,,,,2022-04-13,arn:aws:iam::034025401910:role/armorcode-cognito-role,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_34&status=OPEN
Insight,OPEN,LOW,IAM,BC_AWS_IAM_34,Ensure roles unused in the last 90 days are removed,Best practices,No,,,,,,2022-04-13,arn:aws:iam::034025401910:role/ArmorCode-ReadOnly-role,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_34&status=OPEN
Insight,OPEN,LOW,IAM,BC_AWS_IAM_34,Ensure roles unused in the last 90 days are removed,Best practices,No,,,,,,2022-04-13,arn:aws:iam::034025401910:role/service-role/AccessAnalyzerMonitorServiceRole_AFOK0BJALB,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_34&status=OPEN
Insight,OPEN,HIGH,IAM,BC_AWS_IAM_36,Ensure roles unused in the last 90 days with ADMIN privileges are removed,"ISO27001,SOC2",No,,,,,,2022-04-13,arn:aws:iam::034025401910:role/DevQAOrgFullAccessRole,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_36&status=OPEN
Insight,OPEN,HIGH,IAM,BC_AWS_IAM_36,Ensure roles unused in the last 90 days with ADMIN privileges are removed,"ISO27001,SOC2",No,,,,,,2022-04-13,arn:aws:iam::034025401910:role/AWS-QuickSetup-StackSet-Local-ExecutionRole,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_IAM_36&status=OPEN
Violation,OPEN,HIGH,Storage,BC_AWS_S3_15,Ensure all data is transported from the S3 bucket securely,NIST-800-53,No,,,UNENCRYPTED,,,2022-04-13,arn:aws:s3:::textract-console-us-west-2-69e2dc6e-ab11-45f8-a4bd-669c10bfeb33,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_S3_15&status=OPEN
Violation,OPEN,HIGH,Storage,BC_AWS_S3_15,Ensure all data is transported from the S3 bucket securely,NIST-800-53,No,,,UNENCRYPTED,,,2022-04-13,arn:aws:s3:::runbook-s3-data-dump-production,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_S3_15&status=OPEN
Violation,OPEN,HIGH,Storage,BC_AWS_S3_15,Ensure all data is transported from the S3 bucket securely,NIST-800-53,No,,,ENCRYPTED,KMS,,2022-04-13,arn:aws:s3:::runbook-s3-preprod-temp,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_S3_15&status=OPEN
Violation,OPEN,HIGH,Storage,BC_AWS_S3_15,Ensure all data is transported from the S3 bucket securely,NIST-800-53,No,,,UNENCRYPTED,,,2022-04-13,arn:aws:s3:::docs2.armorcode.ai,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_S3_15&status=OPEN
Violation,OPEN,HIGH,Storage,BC_AWS_S3_15,Ensure all data is transported from the S3 bucket securely,NIST-800-53,No,,,UNENCRYPTED,,,2022-04-13,arn:aws:s3:::docs.armorcode.ai,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_S3_15&status=OPEN
Violation,OPEN,HIGH,Storage,BC_AWS_S3_15,Ensure all data is transported from the S3 bucket securely,NIST-800-53,No,,,ENCRYPTED,AES256,,2022-04-13,arn:aws:s3:::devv1-policy-test,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_S3_15&status=OPEN
Violation,OPEN,HIGH,Storage,BC_AWS_S3_15,Ensure all data is transported from the S3 bucket securely,NIST-800-53,No,,,ENCRYPTED,AES256,,2022-04-13,arn:aws:s3:::devv1.us-west-2.armorcode.ai,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_S3_15&status=OPEN
Violation,OPEN,HIGH,Storage,BC_AWS_S3_15,Ensure all data is transported from the S3 bucket securely,NIST-800-53,No,,,UNENCRYPTED,,,2022-04-13,arn:aws:s3:::dj.bucket.armorcode,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_S3_15&status=OPEN
Violation,OPEN,HIGH,Storage,BC_AWS_S3_15,Ensure all data is transported from the S3 bucket securely,NIST-800-53,No,,,UNENCRYPTED,,,2022-04-13,arn:aws:s3:::darwin-devqa-tokyo,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_S3_15&status=OPEN
Violation,OPEN,HIGH,Storage,BC_AWS_S3_15,Ensure all data is transported from the S3 bucket securely,NIST-800-53,No,,,ENCRYPTED,AES256,,2022-04-13,arn:aws:s3:::dev-034025401910-efs-backup,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_S3_15&status=OPEN
Violation,OPEN,HIGH,Storage,BC_AWS_S3_15,Ensure all data is transported from the S3 bucket securely,NIST-800-53,No,,,,,,2022-04-13,arn:aws:s3:::dev.us-west-2.armorcode.ai,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_S3_15&status=OPEN
Violation,OPEN,HIGH,Storage,BC_AWS_S3_15,Ensure all data is transported from the S3 bucket securely,NIST-800-53,No,,,ENCRYPTED,AES256,,2022-04-13,arn:aws:s3:::runbook-s3-data-dump-preprod,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_S3_15&status=OPEN
Violation,OPEN,HIGH,Storage,BC_AWS_S3_15,Ensure all data is transported from the S3 bucket securely,NIST-800-53,No,,,UNENCRYPTED,,,2022-04-13,arn:aws:s3:::runbook-assume-qa,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_S3_15&status=OPEN
Violation,OPEN,HIGH,Storage,BC_AWS_S3_15,Ensure all data is transported from the S3 bucket securely,NIST-800-53,No,,,ENCRYPTED,AES256,,2022-04-13,arn:aws:s3:::qa.us-west-2.armorcode.ai,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_S3_15&status=OPEN
Violation,OPEN,HIGH,Storage,BC_AWS_S3_15,Ensure all data is transported from the S3 bucket securely,NIST-800-53,No,,,UNENCRYPTED,,,2022-04-13,arn:aws:s3:::qa-elasticsearch-slow-query-logs,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_S3_15&status=OPEN
Violation,OPEN,HIGH,Storage,BC_AWS_S3_15,Ensure all data is transported from the S3 bucket securely,NIST-800-53,No,,,ENCRYPTED,AES256,,2022-04-13,arn:aws:s3:::qa-034025401910-efs-backup,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_S3_15&status=OPEN
Violation,OPEN,HIGH,Storage,BC_AWS_S3_15,Ensure all data is transported from the S3 bucket securely,NIST-800-53,No,,,UNENCRYPTED,,,2022-04-13,arn:aws:s3:::gs-s3-data-push-test,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_S3_15&status=OPEN
Violation,OPEN,HIGH,Storage,BC_AWS_S3_15,Ensure all data is transported from the S3 bucket securely,NIST-800-53,No,,,UNENCRYPTED,,,2022-04-13,arn:aws:s3:::elasticbeanstalk-us-east-2-034025401910,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_S3_15&status=OPEN
Violation,OPEN,HIGH,Storage,BC_AWS_S3_15,Ensure all data is transported from the S3 bucket securely,NIST-800-53,No,,,UNENCRYPTED,,,2022-04-13,arn:aws:s3:::elasticbeanstalk-ap-south-1-034025401910,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_S3_15&status=OPEN
Violation,OPEN,HIGH,Storage,BC_AWS_S3_15,Ensure all data is transported from the S3 bucket securely,NIST-800-53,No,,,UNENCRYPTED,,,2022-04-13,arn:aws:s3:::armorcodealliance-laceworkcws-43fa,034025401910,https://www.bridgecrew.cloud/incidents?search=BC_AWS_S3_15&status=OPEN
