Hostname,LocalIP,HostType,OSVersion,MachineDomain,OU,SiteName,Product,CVE ID,CVE Description,Status,Severity,Created Date,Closed Date,Closed Dwell Time,Base Score,CVSS Version,Vector,Vendor Advisory,References,Recommended Remediations,Remediation Details,Remediation Links,Group Names,Tags,Host ID,Exploit status value,Exploit status label,Platform,Vulnerable Product Versions,Closed Product Versions,RemediationLevel,ExPRT Rating,Is Suppressed,AdditionalRemediationAdvisoryUrl,AdditionalRemediationSteps
Tejass-MacBook-Pro.local,,Workstation,Monterey (12),,,,Firefox,CVE-2022-28287,"In unusual circumstances, selecting text could cause text selection caching to behave incorrectly, leading to a crash.
",open,HIGH,2022-09-29T06:51:16Z,,0,7.5,3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,,"http://ubuntu.com/security/notices/USN-5370-1, https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-28287, https://security-tracker.debian.org/tracker/CVE-2022-28287, https://ubuntu.com/security/CVE-2022-28287, https://www.mozilla.org/en-US/security/advisories/",Update Mozilla Firefox,Update Mozilla Firefox to version 105 or newer,,,,aa82c89e9ff74b90a3dd0aa02a679e3a,0,Unproven,Mac,Firefox,,O,LOW,TRUE,,
Tejass-MacBook-Pro.local,,Workstation,Monterey (12),,,,Firefox,CVE-2022-29917,"Mozilla developers Andrew McCreight, Gabriele Svelto, Tom Ritter and the Mozilla Fuzzing Team reported memory safety bugs present in Firefox 99 and Firefox ESR 91.8. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code.",open,HIGH,2022-09-29T06:51:16Z,,0,8.8,3,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,https://www.mozilla.org/en-US/security/advisories/mfsa2022-17/#CVE-2022-29917,"https://access.redhat.com/security/cve/CVE-2022-29917, https://security-tracker.debian.org/tracker/CVE-2022-29917",Update Mozilla Firefox,Update Mozilla Firefox to version 105 or newer,,,,aa82c89e9ff74b90a3dd0aa02a679e3a,0,Unproven,Mac,Firefox,,O,MEDIUM,TRUE,,
Tejass-MacBook-Pro.local,,Workstation,Monterey (12),,,,Firefox,CVE-2022-2200,"A flaw was found in Mozilla. The Mozilla Foundation Security Advisory describes the issue of if an attacker corrupted an object prototype, they could set undesired attributes on a JavaScript object, leading to privileged code execution.
",open,MEDIUM,2022-09-29T06:51:16Z,,0,6.1,3,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,,"https://access.redhat.com/security/cve/CVE-2022-2200, https://security-tracker.debian.org/tracker/CVE-2022-2200, https://www.mozilla.org/en-US/security/advisories/mfsa2022-25/#CVE-2022-2200",Update Mozilla Firefox,Update Mozilla Firefox to version 105 or newer,,,,aa82c89e9ff74b90a3dd0aa02a679e3a,0,Unproven,Mac,Firefox,,O,LOW,TRUE,,
Tejass-MacBook-Pro.local,,Workstation,Monterey (12),,,,Firefox,CVE-2022-34477,"The vulnerability allows a remote attacker to gain access to sensitive information. The vulnerability exists due to origin validation error. The MediaError message property should be consistent to avoid leaking information about cross-origin resources, however for a same-site cross-origin resource, the message could have leaked information enabling XS-Leaks attacks.
",open,MEDIUM,2022-09-29T06:51:16Z,,0,4.3,3,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:N/A:N,,"http://www.mozilla.org/en-US/security/advisories/mfsa2022-24/, https://security-tracker.debian.org/tracker/CVE-2022-34477",Update Mozilla Firefox,Update Mozilla Firefox to version 105 or newer,,,,aa82c89e9ff74b90a3dd0aa02a679e3a,0,Unproven,Mac,Firefox,,O,LOW,TRUE,,
Tejass-MacBook-Pro.local,,Workstation,Monterey (12),,,,Firefox,CVE-2022-36315,"The vulnerability allows a remote attacker to bypass implemented security restrictions. The vulnerability exists due to incorrect implementation of the cache preload. When loading a script with Subresource Integrity, attackers with an injection capability could trigger the reuse of previously cached entries with incorrect, different integrity metadata.
",open,LOW,2022-09-29T06:51:16Z,,0,3.1,3,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:N/I:L/A:N,,https://www.mozilla.org/en-US/security/advisories/mfsa2022-28/,Update Mozilla Firefox,Update Mozilla Firefox to version 105 or newer,,,,aa82c89e9ff74b90a3dd0aa02a679e3a,0,Unproven,Mac,Firefox,,O,LOW,TRUE,,
Tejass-MacBook-Pro.local,,Workstation,Monterey (12),,,,Firefox,CVE-2022-3266,"An out-of-bounds read flaw exist when decoding H264 video in prior versions of Firefox 105. A remote attacker can exploit this vulnerability to cause a exploitable crash, denial of service.",open,HIGH,2022-09-29T06:51:16Z,,0,8.8,3,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,https://www.mozilla.org/en-US/security/advisories/mfsa2022-40/,,Update Mozilla Firefox,Update Mozilla Firefox to version 105 or newer,,,,aa82c89e9ff74b90a3dd0aa02a679e3a,0,Unproven,Mac,Firefox,,O,MEDIUM,TRUE,,
Tejass-MacBook-Pro.local,,Workstation,Monterey (12),,,,Firefox,CVE-2022-28286,"Due to a layout change, iframe contents could have been rendered outside of its border. This could have led to user confusion or spoofing attacks.
",open,MEDIUM,2022-09-29T06:51:16Z,,0,4.3,3,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:N/A:N,,"https://access.redhat.com/security/cve/CVE-2022-28286, https://security-tracker.debian.org/tracker/CVE-2022-28286, https://ubuntu.com/security/CVE-2022-28286, https://www.mozilla.org/en-US/security/advisories/mfsa2022-14/#CVE-2022-28286",Update Mozilla Firefox,Update Mozilla Firefox to version 105 or newer,,,,aa82c89e9ff74b90a3dd0aa02a679e3a,0,Unproven,Mac,Firefox,,O,LOW,TRUE,,
Tejass-MacBook-Pro.local,,Workstation,Monterey (12),,,,Firefox,CVE-2022-22761,"Web-accessible extension pages (pages with a moz-extension:// scheme) were not correctly enforcing the frame-ancestors directive when it was used in the Web Extension's Content Security Policy.
",open,MEDIUM,2022-09-29T06:51:16Z,,0,6.1,3,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,,"https://access.redhat.com/security/cve/CVE-2022-22761, https://security-tracker.debian.org/tracker/CVE-2022-22761, https://ubuntu.com/security/CVE-2022-22761, https://www.mozilla.org/en-US/security/advisories/mfsa2022-05/#CVE-2022-22761",Update Mozilla Firefox,Update Mozilla Firefox to version 105 or newer,,,,aa82c89e9ff74b90a3dd0aa02a679e3a,0,Unproven,Mac,Firefox,,O,LOW,TRUE,,
Tejass-MacBook-Pro.local,,Workstation,Monterey (12),,,,Firefox,CVE-2022-34474,"The vulnerability allows a remote attacker to bypass implemented security restrictions. The vulnerability exists due to an error when handling sandboxed iframes with allow-top-navigation-by-user-activation. A remote attacker can pass a redirect header to an external protocol to the browser and force the browser to process the redirect. The browser however will prompt the user as appropriate.
",open,MEDIUM,2022-09-29T06:51:16Z,,0,4.3,3,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:L/A:N,,"http://www.mozilla.org/en-US/security/advisories/mfsa2022-24/, https://security-tracker.debian.org/tracker/CVE-2022-34474",Update Mozilla Firefox,Update Mozilla Firefox to version 105 or newer,,,,aa82c89e9ff74b90a3dd0aa02a679e3a,0,Unproven,Mac,Firefox,,O,LOW,TRUE,,
Tejass-MacBook-Pro.local,,Workstation,Monterey (12),,,,Firefox,CVE-2022-28288,"Mozilla developers and community members Randell Jesup, Sebastian Hengst, and the Mozilla Fuzzing Team reported memory safety bugs present in Firefox 98. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code.",open,HIGH,2022-09-29T06:51:16Z,,0,7.5,3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,,"http://ubuntu.com/security/notices/USN-5370-1, https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-28288, https://security-tracker.debian.org/tracker/CVE-2022-28288, https://ubuntu.com/security/CVE-2022-28288, https://www.mozilla.org/en-US/security/advisories/",Update Mozilla Firefox,Update Mozilla Firefox to version 105 or newer,,,,aa82c89e9ff74b90a3dd0aa02a679e3a,0,Unproven,Mac,Firefox,,O,LOW,TRUE,,
Tejass-MacBook-Pro.local,,Workstation,Monterey (12),,,,Firefox,CVE-2022-1802,"If an attacker was able to corrupt the methods of an Array object in JavaScript via prototype pollution, they could have achieved execution of attacker-controlled JavaScript code in a privileged context.
",open,HIGH,2022-09-29T06:51:16Z,,0,8.8,3,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,"http://www.slackware.com/security/viewer.php?l=slackware-security&y=2022&m=slackware-security.372629, https://access.redhat.com/security/cve/CVE-2022-1802, https://security-tracker.debian.org/tracker/CVE-2022-1802, https://www.mozilla.org/en-US/security/advisories/mfsa2022-19, https://www.mozilla.org/en-US/security/advisories/mfsa2022-19/#CVE-2022-1802",Update Mozilla Firefox,Update Mozilla Firefox to version 105 or newer,,,,aa82c89e9ff74b90a3dd0aa02a679e3a,30,Available (medium),Mac,Firefox,,O,MEDIUM,TRUE,,
Tejass-MacBook-Pro.local,,Workstation,Monterey (12),,,,Firefox,CVE-2022-31745,"The vulnerability allows a remote attacker to perform a denial of service (DoS) attack. The vulnerability exists due to incorrect assertion when array shift operations are not used. The Garbage Collector can become confused about valid objects. This can lead to application crash.
",open,MEDIUM,2022-09-29T06:51:16Z,,0,4.3,3,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:L,,"http://www.mozilla.org/en-US/security/advisories/mfsa2022-20/, https://security-tracker.debian.org/tracker/CVE-2022-31745",Update Mozilla Firefox,Update Mozilla Firefox to version 105 or newer,,,,aa82c89e9ff74b90a3dd0aa02a679e3a,0,Unproven,Mac,Firefox,,O,LOW,TRUE,,
Tejass-MacBook-Pro.local,,Workstation,Monterey (12),,,,Firefox,CVE-2022-2505,"The vulnerability allows a remote attacker to execute arbitrary code on the target system. The vulnerability exists due to a boundary error when processing HTML content. A remote attacker can create a specially crafted web page, trick the victim into opening it, trigger memory corruption and execute arbitrary code on the target system. Successful exploitation of this vulnerability may result in complete compromise of vulnerable system.
",open,HIGH,2022-09-29T06:51:16Z,,0,8.8,3,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,https://www.mozilla.org/en-US/security/advisories/mfsa2022-28/,Update Mozilla Firefox,Update Mozilla Firefox to version 105 or newer,,,,aa82c89e9ff74b90a3dd0aa02a679e3a,0,Unproven,Mac,Firefox,,O,LOW,TRUE,,
Tejass-MacBook-Pro.local,,Workstation,Monterey (12),,,,Firefox,CVE-2022-1097,"`NSSToken` objects were referenced via direct points, and could have been accessed in an unsafe way on different threads, leading to a use-after-free and potentially exploitable crash.
",open,HIGH,2022-09-29T06:51:16Z,,0,7.5,3,CVSS:3.0/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H,,"https://access.redhat.com/security/cve/CVE-2022-1097, https://security-tracker.debian.org/tracker/CVE-2022-1097, https://ubuntu.com/security/CVE-2022-1097, https://www.mozilla.org/en-US/security/advisories/mfsa2022-14/#CVE-2022-1097",Update Mozilla Firefox,Update Mozilla Firefox to version 105 or newer,,,,aa82c89e9ff74b90a3dd0aa02a679e3a,0,Unproven,Mac,Firefox,,O,LOW,TRUE,,
Tejass-MacBook-Pro.local,,Workstation,Monterey (12),,,,Firefox,CVE-2022-40956,"A flaw was found in Mozilla. The Mozilla Foundation Security Advisory describes the issue that when injecting an HTML base element; some requests would ignore the CSP's base-uri settings and accept the injected element's base instead.
",open,MEDIUM,2022-09-29T06:51:16Z,,0,6.1,3,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,,https://www.mozilla.org/en-US/security/advisories/mfsa2022-41/#CVE-2022-40956,Update Mozilla Firefox,Update Mozilla Firefox to version 105 or newer,,,,aa82c89e9ff74b90a3dd0aa02a679e3a,0,Unproven,Mac,Firefox,,O,LOW,TRUE,,
Tejass-MacBook-Pro.local,,Workstation,Monterey (12),,,,Firefox,CVE-2022-36318,"The disclosed vulnerability allows a remote attacker to perform cross-site scripting (XSS) attacks. The vulnerability exists due to insufficient sanitization of user-supplied data when visiting directory listings for chrome:// URLs as source text. A remote attacker can execute arbitrary HTML and script code in user's browser in context of vulnerable website. Successful exploitation of this vulnerability may allow a remote attacker to steal potentially sensitive information, change appearance of the web page, perform phishing and drive-by-download attacks.
",open,MEDIUM,2022-09-29T06:51:16Z,,0,4.7,3,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:C/C:L/I:L/A:N,,"http://www.slackware.com/security/viewer.php?l=slackware-security&y=2022&m=slackware-security.352676, https://www.mozilla.org/en-US/security/advisories/mfsa2022-28/",Update Mozilla Firefox,Update Mozilla Firefox to version 105 or newer,,,,aa82c89e9ff74b90a3dd0aa02a679e3a,0,Unproven,Mac,Firefox,,O,LOW,TRUE,,
Tejass-MacBook-Pro.local,,Workstation,Monterey (12),,,,Firefox,CVE-2022-26485,"Removing an XSLT parameter during processing could have lead to an exploitable use-after-free. We have had reports of attacks in the wild abusing this flaw. NOTE: This vulnerability is currently awaiting analysis.
",open,HIGH,2022-09-29T06:51:16Z,,0,8.8,3,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,"http://www.mozilla.org/en-US/security/advisories/mfsa2022-09/, https://access.redhat.com/security/cve/CVE-2022-26485, https://security-tracker.debian.org/tracker/CVE-2022-26485, https://ubuntu.com/security/CVE-2022-26485, https://www.mozilla.org/en-US/security/advisories/mfsa2022-09/",Update Mozilla Firefox,Update Mozilla Firefox to version 105 or newer,,,,aa82c89e9ff74b90a3dd0aa02a679e3a,90,Actively used (critical),Mac,Firefox,,O,CRITICAL,TRUE,,
Tejass-MacBook-Pro.local,,Workstation,Monterey (12),,,,Firefox,CVE-2022-26381,"An attacker could have caused a use-after-free by forcing a text reflow in an SVG object leading to a potentially exploitable crash. NOTE: This vulnerability is currently awaiting analysis.
",open,HIGH,2022-09-29T06:51:16Z,,0,7.5,3,CVSS:3.0/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H,,"https://access.redhat.com/security/cve/CVE-2022-26381, https://security-tracker.debian.org/tracker/CVE-2022-26381, https://ubuntu.com/security/CVE-2022-26381, https://www.mozilla.org/en-US/security/advisories/mfsa2022-11/#CVE-2022-26381",Update Mozilla Firefox,Update Mozilla Firefox to version 105 or newer,,,,aa82c89e9ff74b90a3dd0aa02a679e3a,0,Unproven,Mac,Firefox,,O,LOW,TRUE,,
Tejass-MacBook-Pro.local,,Workstation,Monterey (12),,,,Firefox,CVE-2022-22755,"By using XSL Transforms, a malicious webserver could have served a user an XSL document that would continue to execute JavaScript (within the bounds of the same-origin policy) even after the tab was closed.
",open,HIGH,2022-09-29T06:51:16Z,,0,7.5,3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,,"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-22755, https://security-tracker.debian.org/tracker/CVE-2022-22755, https://ubuntu.com/security/CVE-2022-22755, https://www.mozilla.org/en-US/security/advisories/",Update Mozilla Firefox,Update Mozilla Firefox to version 105 or newer,,,,aa82c89e9ff74b90a3dd0aa02a679e3a,0,Unproven,Mac,Firefox,,O,LOW,TRUE,,
Tejass-MacBook-Pro.local,,Workstation,Monterey (12),,,,Firefox,CVE-2022-28289,Mozilla developers and community members reported memory safety bugs present in Firefox 98 and Firefox ESR 91.7. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code.,open,HIGH,2022-09-29T06:51:16Z,,0,7.5,3,CVSS:3.0/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H,,"https://access.redhat.com/security/cve/CVE-2022-28289, https://security-tracker.debian.org/tracker/CVE-2022-28289, https://ubuntu.com/security/CVE-2022-28289, https://www.mozilla.org/en-US/security/advisories/mfsa2022-14/#CVE-2022-28289",Update Mozilla Firefox,Update Mozilla Firefox to version 105 or newer,,,,aa82c89e9ff74b90a3dd0aa02a679e3a,0,Unproven,Mac,Firefox,,O,LOW,TRUE,,
